ax,ay,az,mx,my,mz
0.81991,0.181342,0.697182,0.27062,0.66402,-0.10808
0.783514,0.190885,0.658398,0.26894,0.66094,-0.10486
0.750971,0.171643,0.607555,0.27202,0.66262,-0.10766
0.710109,0.114547,0.5821,0.27342,0.66234,-0.11508
0.739655,0.135625,0.619379,0.27468,0.65954,-0.1162
0.746322,0.147938,0.687656,0.27622,0.6594,-0.11788
0.734639,0.226944,0.738754,0.27762,0.65814,-0.11662
0.713474,0.281202,0.754351,0.27594,0.65744,-0.1148
0.700445,0.271704,0.712932,0.27972,0.6601,-0.11606
0.723812,0.283043,0.689453,0.27636,0.65884,-0.11718
0.710354,0.244024,0.665884,0.27594,0.65604,-0.11746
0.660439,0.226735,0.681302,0.27762,0.65562,-0.11942
0.604958,0.25385,0.746878,0.27678,0.6496,-0.12292
0.619333,0.279823,0.803581,0.2807,0.6468,-0.12558
0.639091,0.256127,0.826145,0.27818,0.6468,-0.12236
0.629977,0.267945,0.819874,0.28126,0.6538,-0.12488
0.600064,0.241293,0.74047,0.28098,0.651,-0.12712
0.569418,0.239384,0.713591,0.28154,0.65212,-0.12418
0.564769,0.204655,0.675324,0.28014,0.65044,-0.12768
0.548987,0.189828,0.693523,0.2828,0.64666,-0.1295
0.556022,0.213104,0.733126,0.28686,0.65156,-0.12852
0.576697,0.270622,0.778446,0.28784,0.64932,-0.12992
0.57107,0.269763,0.843208,0.2898,0.64582,-0.1253
0.557245,0.316674,0.842765,0.29092,0.65212,-0.126
0.575168,0.364514,0.834898,0.2926,0.64918,-0.12502
0.565809,0.345953,0.804351,0.29148,0.65086,-0.126
0.556573,0.325555,0.777715,0.29302,0.6489,-0.126
0.479376,0.31328,0.761417,0.29288,0.6475,-0.12824
0.406461,0.366664,0.758691,0.29596,0.64624,-0.13062
0.387009,0.36188,0.794266,0.29582,0.64092,-0.12502
0.341988,0.370807,0.79274,0.29582,0.64526,-0.12432
0.341743,0.474009,0.794471,0.29708,0.64386,-0.12432
0.3541,0.438428,0.831237,0.29666,0.64386,-0.12754
0.405849,0.452777,0.879826,0.30212,0.64008,-0.12768
0.46861,0.444591,0.895732,0.30156,0.6384,-0.12558
0.384501,0.49448,0.914558,0.30492,0.63798,-0.12404
0.427565,0.433246,0.903669,0.30688,0.637,-0.1337
0.377038,0.458157,0.880639,0.30324,0.63784,-0.13216
0.362052,0.423425,0.884893,0.30422,0.63868,-0.13076
0.352448,0.483567,0.870929,0.30758,0.63868,-0.13678
0.39961,0.496812,0.87606,0.30842,0.63868,-0.1442
0.336483,0.450978,0.858066,0.30954,0.63588,-0.1421
0.280023,0.543749,0.806574,0.31262,0.6356,-0.14504
0.242587,0.463687,0.815406,0.31486,0.63182,-0.14602
0.228212,0.546734,0.815826,0.31374,0.63126,-0.15036
0.190286,0.536615,0.813483,0.31556,0.62804,-0.15162
0.195791,0.553093,0.803444,0.3164,0.63,-0.1512
0.208454,0.562651,0.789287,0.3185,0.62356,-0.15316
0.222645,0.570373,0.799399,0.31486,0.62174,-0.15764
0.265709,0.598194,0.802832,0.3185,0.61894,-0.1561
0.273416,0.63372,0.820242,0.3255,0.62146,-0.15862
0.292624,0.568497,0.8203,0.32326,0.6181,-0.15974
0.29507,0.584239,0.799509,0.32956,0.61614,-0.168
0.212124,0.579863,0.751129,0.32536,0.61208,-0.16436
0.14918,0.617632,0.709794,0.32718,0.61306,-0.16548
0.106789,0.652652,0.686561,0.33012,0.61068,-0.16758
0.0794459,0.682593,0.692878,0.3339,0.60914,-0.16338
0.0378503,0.71063,0.69587,0.33502,0.6069,-0.16576
0.0673954,0.703964,0.703247,0.3346,0.60242,-0.16366
0.072289,0.723932,0.71895,0.33432,0.60396,-0.1631
0.0563848,0.718476,0.7344,0.33334,0.60606,-0.16086
0.0932092,0.728716,0.750319,0.33474,0.6034,-0.16562
0.101895,0.711692,0.737759,0.3374,0.60256,-0.16254
0.102629,0.697483,0.725526,0.33978,0.60242,-0.16786
0.075164,0.703048,0.692282,0.33684,0.6055,-0.16646
0.0613396,0.729196,0.680952,0.33586,0.602,-0.16226
0.0407253,0.72778,0.661566,0.34076,0.60144,-0.1631
0.0480045,0.757243,0.673045,0.34188,0.59906,-0.16478
0.0650098,0.742365,0.680455,0.34412,0.60382,-0.16282
0.0487997,0.756631,0.682458,0.34342,0.59724,-0.1596
-0.0102906,0.75704,0.641229,0.34706,0.5992,-0.15876
-0.075559,0.774352,0.614692,0.34314,0.60074,-0.15988
-0.0907904,0.794252,0.614371,0.34062,0.59822,-0.1631
-0.0873649,0.803011,0.617298,0.3465,0.60186,-0.15806
-0.071216,0.802955,0.625996,0.34636,0.59794,-0.15736
-0.0585538,0.807859,0.629814,0.34776,0.60046,-0.15792
-0.0454634,0.808231,0.629656,0.35028,0.6006,-0.15204
-0.0290086,0.807012,0.632546,0.35224,0.59668,-0.15148
-0.0303544,0.782512,0.624719,0.35126,0.59836,-0.1596
-0.0376336,0.794576,0.625292,0.35042,0.6013,-0.1568
-0.074458,0.797136,0.598125,0.3521,0.6041,-0.15414
-0.122354,0.832276,0.560967,0.3556,0.60088,-0.15456
-0.170495,0.864476,0.5276,0.35154,0.60256,-0.15176
-0.188601,0.876414,0.515974,0.35238,0.60564,-0.15582
-0.149208,0.916421,0.524616,0.34608,0.60256,-0.15526
-0.12425,0.821374,0.57601,0.3486,0.60536,-0.14672
-0.0888941,0.80589,0.602935,0.35154,0.60368,-0.14854
-0.0771495,0.813182,0.632801,0.35294,0.59864,-0.14756
-0.142234,0.809363,0.631389,0.35098,0.6027,-0.14434
-0.196982,0.833905,0.605375,0.3556,0.60102,-0.13874
-0.183157,0.945992,0.561459,0.35322,0.6034,-0.14476
-0.250995,0.919021,0.508999,0.3493,0.60452,-0.13846
-0.222612,0.994732,0.48136,0.35182,0.60858,-0.13762
-0.298585,0.936339,0.470308,0.3577,0.60158,-0.14168
-0.326295,0.965361,0.452903,0.35126,0.60592,-0.13566
-0.285005,0.924584,0.461771,0.35532,0.6055,-0.13398
-0.227322,0.827771,0.485929,0.35798,0.60536,-0.12866
-0.15404,0.78829,0.483949,0.3549,0.60382,-0.12236
-0.133059,0.770719,0.469092,0.35784,0.60326,-0.12138
-0.232093,0.780547,0.448578,0.3591,0.60648,-0.12222
-0.262372,0.820777,0.35329,0.35672,0.60592,-0.1267
-0.347399,0.888489,0.307313,0.35742,0.60746,-0.1246
-0.371255,0.91641,0.31582,0.35658,0.60816,-0.12446
-0.374008,0.873413,0.32279,0.35924,0.6062,-0.12978
-0.386731,0.837702,0.352533,0.36218,0.60928,-0.1253
-0.407957,0.820178,0.347146,0.36176,0.60886,-0.1274
-0.346726,0.85517,0.288107,0.3598,0.609,-0.12306
-0.369237,0.835931,0.281134,0.3654,0.6027,-0.1211
-0.347888,0.854435,0.262554,0.36526,0.60018,-0.12208
-0.37517,0.855529,0.237989,0.3675,0.60466,-0.12712
-0.385691,0.868877,0.229461,0.36624,0.60704,-0.1267
-0.396029,0.862443,0.218911,0.36246,0.60592,-0.1253
-0.404165,0.866115,0.21979,0.35994,0.609,-0.12544
-0.331923,0.828533,0.171346,0.36218,0.60746,-0.12614
-0.414319,0.779753,0.233926,0.36148,0.60382,-0.12628
-0.42117,0.836833,0.217997,0.36512,0.59878,-0.12922
-0.40025,0.830286,0.202104,0.36834,0.60214,-0.1204
-0.393705,0.870773,0.173846,0.36526,0.60228,-0.11984
-0.411199,0.941998,0.134105,0.36638,0.59668,-0.11942
-0.447779,0.932615,0.095624,0.36526,0.59612,-0.11928
-0.464295,0.952883,0.0913318,0.36694,0.59878,-0.11956
-0.442702,0.945724,0.103377,0.3682,0.59444,-0.12138
-0.43163,0.920677,0.120889,0.37114,0.59906,-0.11872
-0.344952,0.811134,0.222797,0.36904,0.59556,-0.11858
-0.406856,0.787962,0.262337,0.36932,0.59962,-0.1218
-0.477202,0.935423,0.0945434,0.37226,0.59668,-0.1176
-0.344769,0.958495,0.0796335,0.37478,0.602,-0.11886
-0.430345,0.959447,0.041778,0.37282,0.59822,-0.12166
-0.39609,0.964909,0.0295183,0.3724,0.59598,-0.12124
-0.416582,0.931339,0.0243106,0.3731,0.5992,-0.1148
-0.421415,0.922028,0.0309252,0.37352,0.59934,-0.11676
-0.420008,0.886811,0.032138,0.37562,0.60452,-0.11704
-0.446678,0.861507,0.0188782,0.3752,0.6006,-0.11942
-0.468944,0.879446,-0.00221207,0.37072,0.59808,-0.11606
-0.477508,0.903207,-0.0139233,0.37184,0.59878,-0.11424
-0.469188,0.90768,-0.0324706,0.3759,0.5971,-0.11004
-0.478364,0.89506,-0.0414352,0.37674,0.59906,-0.112
-0.476712,0.885323,-0.043887,0.37968,0.59752,-0.11102
-0.446739,0.885149,-0.0536904,0.3745,0.59934,-0.1092
-0.433465,0.924903,-0.0694938,0.37422,0.5971,-0.10878
-0.435178,0.93464,-0.0806148,0.37408,0.60382,-0.10794
-0.437258,0.905302,-0.0799417,0.3766,0.59752,-0.1099
-0.424779,0.872539,-0.0755184,0.37954,0.60046,-0.1085
-0.413401,0.843328,-0.0693185,0.38066,0.59738,-0.10934
-0.425819,0.825317,-0.0797425,0.37478,0.59654,-0.11326
-0.438726,0.839155,-0.106301,0.37758,0.59822,-0.1078
-0.572872,0.740258,-0.00941094,0.37982,0.59766,-0.10178
-0.635632,0.78458,0.0541094,0.37842,0.59752,-0.10248
-0.450837,1.04182,-0.106293,0.37744,0.59542,-0.10206
-0.390891,1.19416,-0.285692,0.3773,0.59948,-0.09212
-0.421231,0.977579,-0.174984,0.37954,0.59962,-0.0896
-0.427776,0.954487,-0.163476,0.3794,0.59808,-0.08876
-0.461603,0.904192,-0.153854,0.37996,0.59976,-0.0882
-0.449614,0.933901,-0.206279,0.37716,0.60046,-0.08862
-0.454936,0.842089,-0.193502,0.37842,0.59822,-0.0875
-0.434322,0.783789,-0.217474,0.37646,0.59654,-0.08358
-0.418662,0.736511,-0.22205,0.37982,0.59738,-0.08344
-0.417989,0.762051,-0.236354,0.37884,0.59752,-0.0882
-0.435973,0.779194,-0.248774,0.37814,0.60214,-0.0819
-0.441601,0.774415,-0.273705,0.38066,0.60004,-0.08218
-0.443069,0.83113,-0.244894,0.38192,0.59738,-0.0756
-0.38667,0.884862,-0.237152,0.38108,0.59892,-0.07196
-0.36263,0.895343,-0.223887,0.3801,0.60172,-0.07168
-0.373151,0.875863,-0.227897,0.38612,0.5999,-0.06678
-0.393643,0.864893,-0.257068,0.37996,0.5992,-0.06468
-0.431569,0.865861,-0.297316,0.3836,0.59794,-0.06048
-0.43108,0.905304,-0.327636,0.38626,0.60102,-0.05222
-0.414747,0.970416,-0.310611,0.3864,0.59794,-0.049
-0.407162,0.939121,-0.295108,0.38948,0.59836,-0.04872
-0.388689,0.884984,-0.322375,0.38682,0.5936,-0.04368
-0.400678,0.854418,-0.339833,0.38864,0.59346,-0.04032
-0.386854,0.842969,-0.349778,0.392,0.59038,-0.04116
-0.383734,0.836539,-0.357675,0.38276,0.59276,-0.0329
-0.372417,0.822762,-0.413712,0.39172,0.59374,-0.03108
-0.356941,0.866927,-0.420227,0.39144,0.59164,-0.02646
-0.371928,0.943848,-0.448358,0.3899,0.59164,-0.01694
-0.369053,0.968716,-0.438763,0.3857,0.59332,-0.01232
-0.356391,0.975702,-0.419354,0.3822,0.59276,-0.01414
-0.317242,0.957218,-0.408704,0.3843,0.59234,-0.0049
-0.290511,0.878095,-0.384457,0.38332,0.5936,-0.00462
-0.264758,0.835231,-0.362953,0.38136,0.59486,0.0035
-0.206585,0.811914,-0.369658,0.38038,0.59472,0.00742
-0.204995,0.804627,-0.365201,0.37968,0.59542,0.0091
-0.215271,0.831817,-0.371771,0.37968,0.5971,0.0147
-0.222673,0.901943,-0.382316,0.37688,0.59612,0.01148
-0.211968,0.925098,-0.431558,0.37996,0.59584,0.01904
-0.23142,0.926194,-0.458773,0.37506,0.5985,0.01512
-0.234418,0.89416,-0.482982,0.37464,0.5943,0.01582
-0.242982,0.884113,-0.509434,0.37632,0.595,0.01148
-0.237048,0.828257,-0.514351,0.3801,0.59374,0.01064
-0.231053,0.816316,-0.519322,0.37282,0.59164,0.01708
-0.20842,0.778473,-0.515233,0.37058,0.59794,0.01638
-0.193678,0.771985,-0.518637,0.37128,0.59346,0.01554
-0.20787,0.766407,-0.518416,0.37212,0.59654,0.0203
-0.072684,0.807732,-0.556318,0.37212,0.59738,0.0231
-0.220838,0.8448,-0.527171,0.37002,0.59486,0.02954
-0.180833,0.846221,-0.509855,0.36666,0.59752,0.03038
-0.161503,0.838878,-0.487715,0.36792,0.59234,0.03094
-0.144498,0.863566,-0.489164,0.36862,0.5936,0.03066
-0.164133,0.843654,-0.488991,0.36666,0.59976,0.03052
-0.108836,0.857759,-0.477402,0.36848,0.5992,0.02562
-0.182117,0.855959,-0.591227,0.36708,0.60228,0.0259
-0.648417,0.738885,-0.477779,0.3619,0.60424,0.0336
-0.197777,0.809039,-0.596389,0.36428,0.60074,0.0315
0.820216,0.668442,-0.439565,0.36652,0.6027,0.0343
-0.490231,0.857267,-0.541165,0.36568,0.59668,0.03304
-0.195575,0.812898,-0.52535,0.36274,0.59976,0.03584
-0.135016,0.801955,-0.541597,0.36176,0.60438,0.03696
-0.15508,0.748357,-0.558243,0.3598,0.60074,0.03486
-0.142663,0.753628,-0.558276,0.3633,0.60564,0.03864
-0.138992,0.753813,-0.558775,0.36372,0.60004,0.03962
-0.143947,0.81365,-0.564254,0.3598,0.60452,0.03682
-0.146578,0.800848,-0.560825,0.36064,0.60298,0.04088
-0.154897,0.80501,-0.56557,0.36218,0.60438,0.0413
-0.154652,0.789637,-0.563862,0.35546,0.602,0.04074
-0.1697,0.791592,-0.568467,0.35826,0.60466,0.03864
-0.169272,0.7851,-0.560338,0.35322,0.60116,0.04046
-0.159056,0.816462,-0.556019,0.35616,0.6055,0.0455
-0.134038,0.802567,-0.546002,0.35546,0.60424,0.04158
-0.104431,0.796024,-0.555194,0.35574,0.5999,0.04788
-0.0699314,0.773925,-0.554681,0.35546,0.6069,0.04522
-0.0605724,0.717948,-0.552943,0.35084,0.60718,0.04424
-0.0833888,0.708324,-0.557529,0.35854,0.60662,0.04928
-0.108163,0.71291,-0.587541,0.35532,0.60984,0.04256
-0.128593,0.80998,-0.630083,0.35196,0.60914,0.04592
-0.185421,0.86686,-0.632791,0.34804,0.60536,0.04508
-0.143703,0.800237,-0.612007,0.34734,0.60606,0.05124
-0.0947664,0.736494,-0.599252,0.34678,0.60816,0.04774
-0.0583703,0.731239,-0.595745,0.34706,0.6083,0.049
-0.0235033,0.730026,-0.579944,0.34608,0.60998,0.05208
0.00738758,0.758761,-0.585343,0.34426,0.60606,0.04984
0.00237164,0.747122,-0.595053,0.33978,0.60704,0.0581
0.011486,0.746145,-0.624241,0.34132,0.60704,0.05376
-0.00974004,0.707981,-0.641187,0.33964,0.6111,0.05572
-0.0685245,0.601636,-0.795239,0.3367,0.6097,0.06048
-0.103391,0.673346,-0.840435,0.3367,0.61068,0.05992
-0.0312719,0.789372,-0.796286,0.33852,0.60788,0.06426
-0.0167746,0.750729,-0.71465,0.33474,0.6055,0.06538
0.0361375,0.782105,-0.643378,0.33908,0.6083,0.07014
0.0700257,0.763007,-0.619324,0.33558,0.60606,0.07812
0.074063,0.762274,-0.611448,0.33264,0.60466,0.077
0.0557119,0.762574,-0.63671,0.33824,0.60522,0.0791
0.0517359,0.755713,-0.675035,0.33334,0.6062,0.07588
0.0718608,0.752657,-0.678759,0.3332,0.60466,0.08428
0.108685,0.7316,-0.646337,0.32634,0.60956,0.0833
0.121837,0.74857,-0.645759,0.32606,0.60732,0.0826
0.111621,0.759713,-0.660219,0.32774,0.609,0.08792
0.0803635,0.788918,-0.685256,0.32018,0.60536,0.08904
0.150281,0.822688,-0.754163,0.31864,0.60802,0.09436
0.00133175,0.778909,-0.629282,0.31934,0.6083,0.09184
0.160741,0.805543,-0.637234,0.31374,0.61166,0.09618
0.0568742,0.806733,-0.640374,0.31052,0.60858,0.09156
0.072289,0.78224,-0.629354,0.3136,0.60886,0.10108
0.081281,0.791062,-0.633718,0.30716,0.61222,0.09898
0.0582811,0.812369,-0.622707,0.30786,0.60998,0.1043
0.0907624,0.822056,-0.619554,0.3024,0.60732,0.10234
0.120919,0.806693,-0.621718,0.30646,0.60732,0.10696
0.130829,0.796162,-0.597413,0.30156,0.60816,0.1099
0.136334,0.761804,-0.574996,0.30156,0.6104,0.10584
0.118044,0.770618,-0.583932,0.29806,0.60816,0.10906
0.10948,0.790643,-0.623401,0.29428,0.61208,0.10654
0.122265,0.813431,-0.642324,0.29652,0.61418,0.1036
0.122693,0.809879,-0.641959,0.29064,0.61124,0.10906
0.136762,0.79353,-0.617728,0.28784,0.6139,0.1106
0.13768,0.777116,-0.593522,0.287,0.60984,0.11144
0.126425,0.766701,-0.591354,0.28658,0.61334,0.11158
0.106911,0.773738,-0.609213,0.28364,0.6146,0.112
0.132297,0.78526,-0.60659,0.28294,0.61656,0.11312
0.189063,0.801142,-0.598306,0.2807,0.60928,0.11144
0.239834,0.817144,-0.592389,0.2786,0.61124,0.11228
0.272438,0.780039,-0.602267,0.27818,0.61124,0.1176
0.271336,0.794738,-0.592479,0.27958,0.61432,0.11382
0.213653,0.778795,-0.609993,0.2772,0.61474,0.12124
0.128871,0.803633,-0.630178,0.27426,0.61264,0.1246
0.0198051,0.799249,-0.692487,0.2723,0.6118,0.1211
0.0344248,0.812177,-0.70732,0.27048,0.616,0.12488
0.142268,0.784284,-0.653573,0.26754,0.61712,0.12656
0.29244,0.766816,-0.571082,0.2625,0.61698,0.12404
0.377589,0.728013,-0.533048,0.2632,0.61712,0.1281
0.376304,0.685813,-0.516911,0.25564,0.6202,0.13146
0.326634,0.678019,-0.524969,0.24906,0.61992,0.1246
0.272009,0.713034,-0.546396,0.24738,0.61992,0.13076
0.284488,0.737415,-0.562078,0.24822,0.61908,0.1288
0.274028,0.787206,-0.572373,0.24178,0.6181,0.1288
0.248887,0.790811,-0.597615,0.23828,0.6139,0.13048
0.21035,0.825893,-0.605574,0.23982,0.61432,0.13006
0.182762,0.809102,-0.619747,0.23464,0.6223,0.1344
0.192244,0.7794,-0.597034,0.2345,0.61894,0.13314
0.241118,0.738871,-0.571191,0.2303,0.6153,0.13314
0.283693,0.713957,-0.527108,0.22722,0.61936,0.13636
0.308834,0.743303,-0.511214,0.22526,0.61754,0.13804
0.340336,0.771609,-0.507321,0.21952,0.6181,0.1414
0.36303,0.767574,-0.480238,0.21672,0.61614,0.13594
0.327124,0.808476,-0.469983,0.20986,0.61544,0.14056
0.29348,0.798053,-0.524063,0.21504,0.61222,0.1435
0.262344,0.813844,-0.541827,0.21,0.61404,0.13958
0.256717,0.8098,-0.558076,0.20496,0.61782,0.14798
0.255249,0.841954,-0.550913,0.20146,0.61656,0.1498
0.295315,0.889006,-0.511274,0.20286,0.61404,0.14714
0.358381,0.829188,-0.508889,0.20174,0.61348,0.1519
0.372389,0.817433,-0.459039,0.19782,0.61642,0.15274
0.333302,0.726345,-0.449288,0.19586,0.61656,0.1449
0.337094,0.736207,-0.447707,0.19474,0.61712,0.14672
0.361134,0.750547,-0.464645,0.19362,0.6153,0.14938
0.404259,0.812482,-0.457782,0.19754,0.61558,0.15806
0.386826,0.795511,-0.461039,0.18858,0.61558,0.1561
0.393065,0.877952,-0.485253,0.19054,0.61642,0.16128
0.323209,0.903714,-0.521191,0.18704,0.61474,0.1568
0.327858,0.9265,-0.533672,0.18634,0.6111,0.16044
0.353304,0.90403,-0.517666,0.18368,0.61152,0.15694
0.370371,0.825088,-0.477986,0.17878,0.6083,0.15498
0.360033,0.787234,-0.433149,0.17654,0.61138,0.15092
0.400895,0.772976,-0.415838,0.1736,0.61614,0.15064
0.444631,0.749104,-0.37023,0.16828,0.61572,0.15232
0.533328,0.727636,-0.321137,0.16366,0.61712,0.14224
0.599147,0.715163,-0.321992,0.16044,0.62034,0.1442
0.630282,0.732935,-0.309112,0.15442,0.62174,0.14448
0.584955,0.70787,-0.3126,0.15722,0.6216,0.14476
0.571009,0.717297,-0.323993,0.15148,0.61922,0.14308
0.545807,0.702222,-0.333953,0.15456,0.61894,0.14378
0.542565,0.720656,-0.324526,0.15316,0.62146,0.14
0.575658,0.73555,-0.34265,0.15218,0.61642,0.14896
0.558041,0.744425,-0.353116,0.15414,0.6195,0.13874
0.537059,0.776145,-0.366137,0.15008,0.6146,0.14672
0.529107,0.765853,-0.371131,0.14896,0.6181,0.14476
0.540362,0.770878,-0.345176,0.14266,0.61292,0.1456
0.561038,0.743875,-0.312772,0.14616,0.61614,0.14336
0.603062,0.733783,-0.285743,0.14518,0.61866,0.14546
0.643251,0.702193,-0.271613,0.14056,0.6167,0.13846
0.65579,0.686028,-0.265047,0.14056,0.61656,0.1449
0.657503,0.669553,-0.267562,0.1386,0.6188,0.13608
0.631322,0.683325,-0.284545,0.13454,0.61978,0.14042
0.604652,0.709775,-0.290215,0.13664,0.62034,0.14
0.597924,0.737946,-0.293615,0.13664,0.61782,0.14574
0.623309,0.731646,-0.291057,0.14112,0.62006,0.14728
0.627652,0.730545,-0.277496,0.1372,0.61684,0.14224
0.643006,0.7605,-0.268973,0.12978,0.61586,0.14042
0.656341,0.775326,-0.294441,0.13328,0.61852,0.14378
0.647655,0.77759,-0.29723,0.13748,0.61474,0.14616
0.654812,0.756707,-0.281907,0.133,0.61502,0.14826
0.643985,0.732939,-0.268859,0.13034,0.61334,0.14504
0.63432,0.745798,-0.263694,0.13006,0.6125,0.14882
0.612115,0.754549,-0.286009,0.1253,0.6153,0.1449
0.603062,0.780331,-0.286897,0.13454,0.61446,0.15022
0.620862,0.717987,-0.294966,0.13412,0.61278,0.1442
0.636828,0.756333,-0.271036,0.13342,0.61642,0.14504
0.682522,0.713169,-0.257351,0.13398,0.6181,0.1477
0.686559,0.706249,-0.235047,0.133,0.62076,0.14504
0.673102,0.681685,-0.243207,0.13804,0.61978,0.14098
0.631689,0.734038,-0.275733,0.13496,0.62118,0.14378
0.628876,0.729137,-0.278417,0.1365,0.6174,0.13986
0.646982,0.69809,-0.246618,0.13776,0.61992,0.13482
0.649123,0.605424,-0.1844,0.13916,0.6174,0.14252
0.653466,0.643031,-0.180492,0.1386,0.62062,0.14
0.811346,0.618094,-0.140393,0.13524,0.62328,0.13762
0.689984,0.623505,-0.138776,0.13524,0.6209,0.14406
0.755865,0.64233,-0.108445,0.133,0.6174,0.13776
0.788346,0.634133,-0.1056,0.12698,0.61488,0.13552
0.816484,0.630468,-0.108001,0.12642,0.61908,0.13566
0.813059,0.66158,-0.105418,0.12796,0.61754,0.13636
0.772748,0.608343,-0.111431,0.13258,0.6167,0.13762
0.739104,0.608332,-0.105286,0.1309,0.61572,0.13762
0.749809,0.547639,-0.102453,0.12992,0.61362,0.13566
0.777702,0.556713,-0.0693288,0.1295,0.61376,0.1344
0.841075,0.546383,-0.0555031,0.12726,0.62202,0.14448
0.856061,0.557903,-0.0541359,0.12838,0.62034,0.13426
0.837037,0.542646,-0.0660087,0.1274,0.6181,0.1344
0.809083,0.575649,-0.0690445,0.12698,0.62076,0.13062
0.771035,0.523944,-0.0852737,0.12936,0.61978,0.13412
0.747546,0.54427,-0.0653966,0.12236,0.62356,0.13258
0.761859,0.518796,-0.0494216,0.11774,0.61838,0.13664
0.802537,0.539205,-0.023973,0.11788,0.61908,0.12964
0.853431,0.537078,-0.00253045,0.11704,0.61796,0.12768
0.876064,0.551233,0.00670329,0.11494,0.62048,0.13384
0.878633,0.542598,0.0126253,0.11382,0.61782,0.12684
0.83508,0.519677,0.0190991,0.11354,0.61754,0.13076
0.812263,0.539759,0.0397691,0.11242,0.62076,0.12362
0.807309,0.510175,0.0414894,0.1085,0.6223,0.126
0.794708,0.537242,0.0576084,0.10416,0.61978,0.12628
0.833857,0.555384,0.0744401,0.1029,0.6209,0.12656
0.840035,0.568861,0.087326,0.098,0.62118,0.12054
0.845479,0.587543,0.105473,0.09576,0.62328,0.12614
0.831899,0.533641,0.106662,0.09002,0.61852,0.11816
0.774889,0.539808,0.122716,0.09058,0.62692,0.1134
0.72895,0.516396,0.138367,0.08638,0.62146,0.11298
0.758311,0.557381,0.181153,0.08526,0.62272,0.11914
0.814343,0.558501,0.212181,0.07546,0.62412,0.11186
0.818747,0.576264,0.237117,0.0756,0.62174,0.10836
0.81312,0.51575,0.219758,0.07392,0.62216,0.10626
0.775256,0.5237,0.245053,0.06874,0.62202,0.1015
0.762655,0.533557,0.249246,0.06398,0.62272,0.10262
0.740633,0.547391,0.255301,0.05992,0.61866,0.09842
0.773298,0.599891,0.273073,0.05446,0.62356,0.10122
0.787245,0.588871,0.280614,0.05194,0.62202,0.09548
0.771647,0.580965,0.292761,0.04886,0.62314,0.09128
0.750543,0.549783,0.283887,0.04046,0.62608,0.09072
0.725891,0.579296,0.281759,0.03934,0.623,0.0938
0.750482,0.637061,0.281274,0.03388,0.62412,0.0889
0.72528,0.679619,0.282818,0.02996,0.61936,0.08624
0.648634,0.713831,0.264997,0.01932,0.6181,0.0812
0.634687,0.784506,0.263458,0.01736,0.61362,0.0819
0.595599,0.767222,0.262462,0.01358,0.61558,0.07238
0.578166,0.737082,0.278584,0.00882,0.6174,0.06776
0.590889,0.711485,0.313272,0.00602,0.6188,0.05992
0.645269,0.680573,0.3476,-0.00406,0.61432,0.05012
0.66986,0.664779,0.386599,-0.00854,0.61614,0.04578
0.724729,0.684274,0.436281,-0.01652,0.61376,0.0504
0.751338,0.664316,0.427461,-0.02226,0.616,0.04354
0.717205,0.689967,0.421262,-0.0266,0.61208,0.03108
0.620128,0.695938,0.353358,-0.02856,0.61054,0.02716
0.522501,0.767504,0.324046,-0.03164,0.60928,0.02618
0.486594,0.83762,0.314925,-0.03066,0.60774,0.02702
0.50048,0.85655,0.327974,-0.0343,0.6062,0.02184
0.499807,0.848833,0.376336,-0.0357,0.60004,0.014
0.547948,0.776393,0.406028,-0.03948,0.60438,0.00588
0.590705,0.775734,0.431344,-0.04074,0.6027,0.00924
0.604469,0.768205,0.438275,-0.04536,0.60074,-0.00196
0.569785,0.756128,0.431154,-0.0518,0.60018,-0.00686
0.548804,0.770146,0.420086,-0.05404,0.60326,-0.0098
0.522378,0.824831,0.419007,-0.05726,0.59514,-0.0112
0.477418,0.832228,0.412406,-0.05474,0.5992,-0.01778
0.461025,0.85078,0.411903,-0.06216,0.59584,-0.01512
0.461331,0.861805,0.419302,-0.0679,0.59444,-0.02212
0.452828,0.846674,0.418284,-0.06594,0.58996,-0.02268
0.44145,0.81427,0.409811,-0.07028,0.5908,-0.028
0.415514,0.819529,0.403952,-0.06748,0.58954,-0.03416
0.406706,0.865339,0.408692,-0.07224,0.5894,-0.03724
0.407501,0.897617,0.414626,-0.07448,0.59066,-0.03458
0.417716,0.865527,0.436664,-0.07392,0.58716,-0.04186
0.442674,0.85255,0.45732,-0.07602,0.58856,-0.0441
0.456988,0.844715,0.471036,-0.077,0.58688,-0.04858
0.458945,0.856966,0.470054,-0.0784,0.59038,-0.05082
0.435272,0.870861,0.471222,-0.08148,0.58618,-0.0588
0.394411,0.830057,0.446932,-0.0812,0.58324,-0.05866
0.342783,0.80842,0.427138,-0.084,0.58618,-0.06692
0.3144,0.867208,0.430222,-0.07966,0.5831,-0.06426
0.315318,0.879396,0.428754,-0.08344,0.58254,-0.06398
0.395573,0.846288,0.432686,-0.0826,0.58198,-0.06552
0.384807,0.797531,0.466578,-0.08414,0.57596,-0.06888
0.399243,0.819218,0.461468,-0.08512,0.57946,-0.07476
0.350246,0.835861,0.445831,-0.0868,0.58044,-0.0735
0.252802,0.831113,0.427083,-0.0854,0.58156,-0.07252
0.180927,0.884619,0.398798,-0.08638,0.57988,-0.0798
