ax,ay,az,mx,my,mz
0.247113,-0.790228,-0.526599,0.45892,0.38906,-0.10682
0.232065,-0.800828,-0.530595,0.46396,0.392,-0.10416
0.195669,-0.799738,-0.55709,0.46074,0.38906,-0.11228
0.164595,-0.808506,-0.594424,0.4578,0.39032,-0.11536
0.18319,-0.815789,-0.610006,0.45864,0.39242,-0.11634
0.194752,-0.806292,-0.616945,0.45528,0.38948,-0.11746
0.178541,-0.855111,-0.638981,0.45556,0.39424,-0.12362
0.175789,-0.800234,-0.645872,0.45416,0.39452,-0.12124
0.148996,-0.794241,-0.64751,0.45402,0.39312,-0.12698
0.158478,-0.719026,-0.652903,0.4536,0.39508,-0.12866
0.132542,-0.769992,-0.538571,0.44786,0.39578,-0.13622
0.149057,-0.755716,-0.593639,0.44716,0.3969,-0.13622
0.136579,-0.737898,-0.666297,0.44632,0.40222,-0.13846
0.156826,-0.750447,-0.701449,0.448,0.39564,-0.14196
0.111927,-0.757995,-0.713005,0.45206,0.39872,-0.14504
0.125691,-0.75162,-0.667248,0.44702,0.39634,-0.14336
0.129667,-0.741513,-0.675511,0.44646,0.40572,-0.1484
0.109786,-0.712182,-0.683766,0.44604,0.40334,-0.15092
0.0887438,-0.70288,-0.733474,0.4466,0.40698,-0.1512
0.0992039,-0.713227,-0.67585,0.44576,0.40782,-0.1568
0.0566907,-0.67686,-0.716813,0.44548,0.4095,-0.15834
0.0516135,-0.707118,-0.695895,0.44674,0.4088,-0.16086
0.078039,-0.668217,-0.716503,0.44254,0.41202,-0.1617
0.0686188,-0.655971,-0.708588,0.4431,0.41104,-0.16604
0.0639699,-0.684759,-0.716162,0.44436,0.41608,-0.16912
0.0802411,-0.701106,-0.757968,0.44394,0.41384,-0.16464
0.120736,-0.719957,-0.766581,0.44366,0.41328,-0.16548
0.132419,-0.711134,-0.749003,0.44506,0.413,-0.16758
0.112784,-0.735884,-0.731284,0.43988,0.41762,-0.17262
0.105076,-0.739133,-0.744959,0.44072,0.4172,-0.17164
0.095656,-0.695528,-0.740645,0.4396,0.42196,-0.17206
0.0702093,-0.647396,-0.720269,0.43372,0.4242,-0.17962
0.0525311,-0.620759,-0.734767,0.43344,0.42658,-0.18578
0.015095,-0.634368,-0.807851,0.42994,0.43106,-0.18494
0.0227413,-0.648452,-0.828356,0.43148,0.43414,-0.18746
0.0663555,-0.659218,-0.806834,0.42574,0.4375,-0.18788
0.0999991,-0.658472,-0.784855,0.42224,0.43414,-0.1904
0.101957,-0.64371,-0.777032,0.4235,0.44142,-0.19488
0.0982863,-0.61811,-0.758492,0.41748,0.4431,-0.19376
0.0650098,-0.59791,-0.76445,0.41608,0.44492,-0.19768
0.0429886,-0.585851,-0.786459,0.41734,0.45542,-0.20258
0.0248211,-0.538942,-0.804865,0.41062,0.45458,-0.20636
-0.0102906,-0.534115,-0.811799,0.4095,0.45934,-0.2079
-0.0483384,-0.51759,-0.82337,0.40992,0.4599,-0.21168
-0.0432001,-0.572405,-0.87793,0.40166,0.46326,-0.2128
0.00983439,-0.558974,-0.895253,0.406,0.46536,-0.21098
0.0352811,-0.514072,-0.861749,0.40054,0.47348,-0.21924
0.0796294,-0.544865,-0.798046,0.39788,0.4774,-0.22218
0.0536933,-0.495875,-0.814413,0.39522,0.4781,-0.22484
-0.0569022,-0.438829,-0.870288,0.39088,0.48818,-0.22792
-0.163338,-0.407322,-0.91016,0.385,0.4928,-0.23086
-0.211112,-0.374937,-0.932767,0.38584,0.50218,-0.23408
-0.221633,-0.349584,-0.949486,0.37674,0.50092,-0.23086
-0.215822,-0.339354,-0.940146,0.37352,0.50372,-0.23128
-0.198572,-0.321219,-0.915979,0.37016,0.50876,-0.22988
-0.137341,-0.305275,-0.894133,0.36848,0.50876,-0.23268
-0.143519,-0.338963,-0.877615,0.36582,0.51562,-0.2324
-0.138381,-0.366339,-0.865528,0.36498,0.51254,-0.23324
-0.129083,-0.366581,-0.880349,0.3647,0.51338,-0.23674
-0.124495,-0.379074,-0.89785,0.36162,0.51702,-0.23758
-0.114463,-0.337055,-0.912727,0.35896,0.5215,-0.23968
-0.120886,-0.307291,-0.920775,0.35868,0.52024,-0.23772
-0.0937266,-0.270534,-0.920353,0.35252,0.52052,-0.238
-0.141072,-0.282492,-0.893875,0.35364,0.52668,-0.23828
-0.165601,-0.310674,-0.894546,0.3465,0.52514,-0.2373
-0.188295,-0.331996,-0.900602,0.35,0.5327,-0.24234
-0.216495,-0.292255,-0.921366,0.34748,0.5341,-0.23968
-0.24971,-0.273279,-0.943343,0.34636,0.53424,-0.24262
-0.258825,-0.251356,-0.964408,0.3423,0.53662,-0.2415
-0.237721,-0.282218,-0.955544,0.33754,0.54068,-0.23254
-0.211418,-0.260772,-0.92382,0.3395,0.54474,-0.24038
-0.222367,-0.245648,-0.919813,0.336,0.54376,-0.23688
-0.243226,-0.236713,-0.898661,0.3367,0.54726,-0.24024
-0.271059,-0.282596,-0.894375,0.33488,0.55412,-0.23478
-0.274178,-0.253505,-0.84979,0.32886,0.55342,-0.23002
-0.296077,-0.187426,-0.838775,0.32998,0.56112,-0.23576
-0.329415,-0.146707,-0.831462,0.32452,0.56112,-0.23128
-0.364526,-0.112359,-0.818092,0.3255,0.57134,-0.22862
-0.344891,-0.0780543,-0.809886,0.32172,0.58058,-0.22526
-0.321279,0.0225828,-0.830721,0.3157,0.58128,-0.2184
-0.364894,0.102313,-0.896679,0.31038,0.5859,-0.2184
-0.434199,0.216271,-0.977969,0.31108,0.59192,-0.21686
-0.487295,0.285647,-1.06335,0.30576,0.5985,-0.20958
-0.465641,0.268076,-1.09777,0.30968,0.60046,-0.2093
-0.381348,0.183092,-1.08303,0.30142,0.60438,-0.2023
-0.240657,0.102353,-1.01471,0.30058,0.60578,-0.20622
-0.152939,-0.00296342,-0.987643,0.29848,0.60242,-0.20468
-0.167804,-0.0623169,-0.973122,0.30296,0.6062,-0.1995
-0.198878,-0.13515,-0.969748,0.30268,0.60452,-0.20174
-0.214232,-0.13442,-0.966038,0.30058,0.60536,-0.20678
-0.236681,-0.113236,-0.954845,0.30268,0.6083,-0.20692
-0.268856,-0.124271,-0.951274,0.30086,0.60564,-0.2065
-0.298646,-0.0907785,-0.951737,0.30142,0.60718,-0.20776
-0.337122,-0.0326675,-0.964155,0.29568,0.6104,-0.20426
-0.371867,0.00866309,-0.973835,0.29652,0.61544,-0.20048
-0.404165,0.0291091,-0.987194,0.29386,0.61628,-0.20524
-0.384529,0.031198,-0.973735,0.29232,0.61782,-0.19964
-0.367279,0.0381246,-0.957579,0.28868,0.61698,-0.1995
-0.37254,0.00217066,-0.956165,0.28784,0.6174,-0.2002
-0.363976,-0.00762611,-0.933935,0.287,0.6195,-0.19992
-0.343484,-0.0819736,-0.915479,0.2856,0.61964,-0.20356
-0.309106,-0.0889446,-0.883659,0.2842,0.6223,-0.19852
-0.307822,-0.0649964,-0.86978,0.28154,0.62286,-0.20006
-0.342322,-0.0556369,-0.872619,0.28014,0.62426,-0.20258
-0.394072,-0.0340948,-0.89485,0.28084,0.62202,-0.19824
-0.414319,0.0352305,-0.90432,0.28266,0.62034,-0.1995
-0.440989,0.129175,-0.927892,0.27608,0.62972,-0.20062
-0.461909,0.13615,-0.939756,0.28294,0.62678,-0.189
-0.466681,0.156238,-0.943897,0.28364,0.62888,-0.18704
-0.441907,0.145834,-0.927825,0.28574,0.62804,-0.18802
-0.409731,0.125266,-0.901382,0.2821,0.62664,-0.18788
-0.383917,0.0677628,-0.877007,0.27944,0.63014,-0.18522
-0.346848,0.0582816,-0.856996,0.28364,0.6272,-0.18466
-0.339263,0.0700436,-0.84876,0.27972,0.6279,-0.18536
-0.372968,0.0849769,-0.861016,0.28224,0.62748,-0.17668
-0.42276,0.110623,-0.866011,0.28098,0.62734,-0.18018
-0.448024,0.135726,-0.879265,0.28028,0.6328,-0.17976
-0.426186,0.170277,-0.882132,0.27916,0.63182,-0.18046
-0.420436,0.20225,-0.874622,0.2821,0.63602,-0.18018
-0.431691,0.246467,-0.880819,0.2786,0.6356,-0.17122
-0.481606,0.274808,-0.890643,0.28196,0.6426,-0.17052
-0.518981,0.284412,-0.885098,0.27762,0.64386,-0.17136
-0.551523,0.233076,-0.876519,0.27034,0.64204,-0.1687
-0.535986,0.258192,-0.873073,0.27454,0.64582,-0.16282
-0.507848,0.258691,-0.861961,0.27426,0.64652,-0.1645
-0.486622,0.209149,-0.843197,0.2723,0.64414,-0.16408
-0.465885,0.210075,-0.835672,0.27216,0.64596,-0.15778
-0.46142,0.191089,-0.816979,0.26838,0.64694,-0.15736
-0.465457,0.188332,-0.812872,0.27384,0.64624,-0.15512
-0.480994,0.21154,-0.82542,0.26796,0.65268,-0.15596
-0.47659,0.249086,-0.83802,0.27118,0.64974,-0.15302
-0.508949,0.238357,-0.850406,0.2709,0.65492,-0.15218
-0.509867,0.121925,-0.785127,0.27188,0.65506,-0.15372
-0.47818,0.146557,-0.742901,0.26572,0.65394,-0.15036
-0.469556,0.2369,-0.761556,0.26656,0.65632,-0.14588
-0.541369,0.289549,-0.771622,0.2667,0.65744,-0.14448
-0.612571,0.294732,-0.770937,0.26306,0.6615,-0.1365
-0.632635,0.335026,-0.754856,0.26208,0.66346,-0.13314
-0.616425,0.353773,-0.762417,0.26194,0.66304,-0.13594
-0.609635,0.399649,-0.745309,0.26096,0.6615,-0.12922
-0.622053,0.407485,-0.727543,0.26068,0.66402,-0.1267
-0.628965,0.396152,-0.696161,0.2597,0.66528,-0.12236
-0.617771,0.378026,-0.688736,0.25914,0.66864,-0.11956
-0.603579,0.368844,-0.692812,0.26124,0.6699,-0.11802
-0.608289,0.417473,-0.668823,0.25676,0.66808,-0.11466
-0.610675,0.454159,-0.64735,0.25592,0.66948,-0.10892
-0.656185,0.469211,-0.636768,0.25676,0.6713,-0.10654
-0.664688,0.458919,-0.627392,0.25802,0.6678,-0.10276
-0.642483,0.448759,-0.594929,0.25774,0.67032,-0.1001
-0.630861,0.429776,-0.599916,0.25774,0.6692,-0.09394
-0.680715,0.499459,-0.592736,0.25746,0.67158,-0.09226
-0.715153,0.517271,-0.585608,0.259,0.67396,-0.08792
-0.738643,0.552297,-0.574349,0.2597,0.67424,-0.0833
-0.730935,0.53368,-0.565325,0.2534,0.67578,-0.08176
-0.695273,0.472628,-0.52881,0.25662,0.67634,-0.07756
-0.628781,0.494699,-0.505205,0.25508,0.67732,-0.0742
-0.607494,0.471248,-0.51077,0.25032,0.67354,-0.06902
-0.651108,0.549263,-0.513388,0.2527,0.67354,-0.0679
-0.658265,0.576638,-0.492209,0.25788,0.6776,-0.063
-0.65955,0.583436,-0.491165,0.25718,0.67956,-0.06566
-0.671661,0.536272,-0.491385,0.2583,0.67634,-0.06062
-0.659244,0.516615,-0.495274,0.2583,0.6762,-0.0553
-0.652882,0.542525,-0.471565,0.26026,0.67788,-0.05306
-0.668358,0.589007,-0.452072,0.2555,0.67788,-0.0546
-0.713379,0.622372,-0.454388,0.2583,0.67242,-0.04508
-0.703837,0.630337,-0.430324,0.25816,0.67494,-0.04144
-0.667747,0.62404,-0.404012,0.2597,0.6734,-0.04256
-0.6078,0.569611,-0.36689,0.2611,0.67676,-0.03668
-0.606944,0.549584,-0.378635,0.2611,0.67438,-0.03458
-0.622175,0.558459,-0.371744,0.26096,0.67536,-0.03108
-0.670316,0.578165,-0.360665,0.26208,0.67494,-0.0315
-0.712278,0.63652,-0.348678,0.26264,0.67424,-0.02506
-0.749959,0.606252,-0.349926,0.26152,0.67452,-0.0273
-0.744882,0.653536,-0.346997,0.26418,0.67158,-0.02352
-0.738704,0.61483,-0.320547,0.26488,0.66962,-0.01596
-0.706712,0.59126,-0.263106,0.26404,0.67186,-0.01316
-0.651842,0.571495,-0.238009,0.26712,0.6727,-0.01456
-0.644747,0.560841,-0.22085,0.26334,0.6678,-0.01316
-0.677044,0.592189,-0.204554,0.26712,0.66542,-0.00406
-0.718457,0.706708,-0.190542,0.26712,0.66556,-0.00238
-0.754914,0.72507,-0.161642,0.26684,0.66542,0.00504
-0.760847,0.745586,-0.137411,0.2744,0.6643,0.00672
-0.768738,0.745277,-0.131642,0.27188,0.66416,0.01148
-0.799996,0.737488,-0.148433,0.27468,0.66066,0.0133
-0.767209,0.71643,-0.165584,0.27594,0.66416,0.01344
-0.774427,0.671533,-0.106695,0.27356,0.6573,0.01204
-0.731975,0.697455,-0.103382,0.2751,0.65912,0.01512
-0.742496,0.669584,-0.0767016,0.28056,0.65604,0.02058
-0.745616,0.707005,-0.0723456,0.28294,0.65646,0.02198
-0.758584,0.733888,-0.0377003,0.28686,0.65688,0.02366
-0.733688,0.767644,-0.023089,0.28392,0.6559,0.02114
-0.696007,0.730785,0.00810484,0.28994,0.65408,0.0322
-0.699127,0.671129,0.0201474,0.28784,0.6573,0.0287
-0.696802,0.630339,0.0173215,0.29106,0.65548,0.03066
-0.668175,0.68541,-0.00060003,0.29344,0.6517,0.0301
-0.714236,0.638908,0.0351624,0.29176,0.6538,0.03108
-0.705978,0.688399,0.054224,0.2947,0.65002,0.03486
-0.727204,0.729856,0.0663951,0.29694,0.6496,0.04018
-0.774733,0.702034,0.056738,0.29946,0.64778,0.04102
-0.771063,0.724452,0.0348439,0.30016,0.64442,0.0399
-0.693622,0.731643,0.0508963,0.29512,0.64358,0.04214
-0.668664,0.709848,0.105422,0.29876,0.6454,0.03906
-0.650068,0.685477,0.115394,0.30198,0.64568,0.04788
-0.683773,0.726012,0.112375,0.3024,0.6391,0.04564
-0.714603,0.755094,0.1283,0.3031,0.64232,0.04466
-0.728427,0.74627,0.14521,0.301,0.63784,0.04886
-0.744882,0.717478,0.15008,0.30702,0.637,0.05096
-0.717967,0.724837,0.164682,0.30366,0.63672,0.0511
-0.694784,0.686504,0.164245,0.31038,0.6363,0.04956
-0.635326,0.676356,0.204677,0.30884,0.6328,0.04998
-0.627925,0.698653,0.19714,0.31164,0.63252,0.05208
-0.637773,0.723822,0.189651,0.3129,0.62972,0.05054
-0.648967,0.769141,0.184432,0.31542,0.62748,0.05418
-0.696802,0.769554,0.190432,0.31766,0.62818,0.05222
-0.670744,0.774218,0.192624,0.31654,0.63098,0.0518
-0.688728,0.740281,0.204223,0.31738,0.63322,0.04564
-0.718579,0.674063,0.211996,0.31794,0.63462,0.04746
-0.687015,0.688466,0.200907,0.31878,0.63378,0.04662
-0.702919,0.663656,0.234696,0.31626,0.6321,0.04914
-0.671906,0.79596,0.208589,0.3227,0.62846,0.04718
-0.739071,0.704557,0.279128,0.31878,0.63,0.0497
-0.708058,0.708916,0.317807,0.31836,0.6279,0.05026
-0.59263,0.727205,0.257516,0.31766,0.6265,0.04326
-0.607433,0.695413,0.248196,0.31682,0.62566,0.05082
-0.570608,0.710431,0.271148,0.31766,0.62888,0.0553
-0.600215,0.616468,0.290043,0.32116,0.62804,0.04928
-0.598747,0.647214,0.359194,0.32158,0.62622,0.04634
-0.599114,0.64109,0.381265,0.31542,0.62594,0.0525
-0.618505,0.651434,0.363895,0.3185,0.6272,0.0539
-0.629332,0.638385,0.360071,0.3164,0.62132,0.05026
-0.646092,0.641993,0.368065,0.31626,0.62342,0.05166
-0.674353,0.637206,0.37713,0.32242,0.62356,0.05208
-0.697536,0.72074,0.367914,0.31892,0.62398,0.05082
-0.818531,0.717638,0.429629,0.32172,0.6244,0.05642
-0.768922,0.758261,0.437999,0.322,0.6251,0.05586
-0.715215,0.671614,0.476355,0.32592,0.6202,0.05082
-0.639058,0.615046,0.496129,0.31962,0.6216,0.05054
-0.606209,0.607585,0.472377,0.32004,0.62426,0.05208
-0.477141,0.594275,0.44622,0.3192,0.62426,0.04508
-0.566449,0.670989,0.395121,0.31766,0.62678,0.05264
-0.610002,0.651437,0.361426,0.32032,0.63056,0.05628
-0.637773,0.635748,0.371465,0.3185,0.62846,0.0469
-0.622603,0.605007,0.44014,0.31948,0.6314,0.04368
-0.624928,0.589082,0.480923,0.31948,0.62818,0.0462
-0.624683,0.505908,0.518509,0.32018,0.6293,0.04844
-0.601744,0.50071,0.507501,0.3178,0.63028,0.0441
-0.504851,0.596655,0.507436,0.3178,0.62902,0.0413
-0.527667,0.579743,0.470995,0.32004,0.62832,0.04634
-0.536353,0.586049,0.444852,0.32564,0.6293,0.05292
-0.536904,0.610793,0.513824,0.32144,0.62566,0.04368
-0.604252,0.577084,0.51333,0.32508,0.63084,0.04242
-0.617587,0.602743,0.505728,0.32606,0.63028,0.03864
-0.481361,0.573082,0.528216,0.32144,0.62762,0.04326
-0.585167,0.52699,0.616778,0.3241,0.63112,0.04578
-0.779015,0.617573,0.684945,0.3248,0.62538,0.0413
-0.821222,0.899725,0.632714,0.31864,0.62538,0.0413
-0.728917,0.781487,0.632073,0.32326,0.62818,0.04354
-0.74898,0.876781,0.537623,0.32648,0.62398,0.04914
-0.573789,0.778169,0.46816,0.32046,0.6272,0.0483
-0.422883,0.350896,0.723359,0.32088,0.62734,0.04578
-0.385569,0.244889,0.622602,0.32032,0.6258,0.04172
-0.441784,0.281926,0.591887,0.32032,0.63322,0.03584
-0.483013,0.303349,0.442761,0.31906,0.6328,0.03808
-0.428816,0.36051,0.52993,0.32368,0.63182,0.0294
-0.496226,0.477654,0.557832,0.3206,0.63224,0.03486
-0.549077,0.490866,0.647426,0.322,0.6321,0.03514
-0.583026,0.577949,0.656767,0.32592,0.63042,0.03836
-0.558741,0.652985,0.665884,0.33264,0.6272,0.03766
-0.708058,0.65459,0.718751,0.33236,0.62286,0.03766
-0.731547,0.70407,0.786261,0.33348,0.61908,0.03836
-0.663648,0.752232,0.759244,0.3318,0.61656,0.04046
-0.57226,0.659289,0.686343,0.34076,0.61712,0.04144
-0.561066,0.579304,0.676822,0.33754,0.61866,0.03766
-0.517085,0.503494,0.698331,0.3388,0.61824,0.03458
-0.493106,0.440478,0.715924,0.33642,0.62146,0.03682
-0.410465,0.433094,0.708115,0.33908,0.62104,0.03486
-0.379024,0.371612,0.712237,0.33726,0.6188,0.03248
-0.373396,0.433168,0.763162,0.33628,0.61894,0.03304
-0.398476,0.437998,0.761825,0.33894,0.61852,0.03388
-0.384774,0.457173,0.754454,0.343,0.61418,0.03094
-0.409058,0.433217,0.714348,0.34174,0.62062,0.03192
-0.431447,0.437375,0.72193,0.34314,0.61992,0.03514
-0.376271,0.436229,0.746601,0.34104,0.61922,0.03024
-0.40129,0.407986,0.767452,0.34314,0.616,0.03346
-0.492739,0.464977,0.800789,0.34692,0.61642,0.03108
-0.464417,0.508227,0.801086,0.34678,0.616,0.03416
-0.502771,0.566583,0.780903,0.34902,0.61474,0.03962
-0.489619,0.608603,0.75434,0.34706,0.61054,0.0336
-0.501364,0.583365,0.766779,0.35042,0.60676,0.03108
-0.522896,0.541526,0.801864,0.35042,0.609,0.02912
-0.466497,0.500815,0.827686,0.35056,0.60858,0.02926
-0.374375,0.492761,0.859164,0.35084,0.61138,0.03094
-0.343117,0.420316,0.855092,0.35392,0.61082,0.02688
-0.296261,0.389707,0.859788,0.35126,0.61222,0.02674
-0.302317,0.258942,0.907654,0.35028,0.61572,0.028
-0.271976,0.354927,0.913029,0.35224,0.61124,0.0224
-0.237415,0.365105,0.890498,0.35168,0.61446,0.01862
-0.31192,0.52463,0.805563,0.35098,0.61474,0.02142
-0.377311,0.504581,0.800174,0.35084,0.61348,0.02436
-0.442518,0.468791,0.827004,0.35168,0.60886,0.01862
-0.47188,0.504856,0.86139,0.3521,0.61012,0.0189
-0.406306,0.445284,0.884616,0.35168,0.60956,0.02254
-0.335348,0.43514,0.877328,0.3577,0.6104,0.02198
-0.323359,0.413891,0.876986,0.35826,0.6104,0.01974
-0.309473,0.414876,0.899142,0.3535,0.60494,0.01932
-0.283965,0.442323,0.907942,0.35112,0.61264,0.01722
-0.287758,0.434911,0.913698,0.35098,0.60984,0.01946
-0.258091,0.488328,0.884524,0.35154,0.609,0.0203
-0.24867,0.477245,0.868661,0.3577,0.60494,0.0189
-0.250934,0.426838,0.891096,0.35784,0.60676,0.01708
-0.280112,0.367909,0.890188,0.35196,0.6097,0.0175
-0.229035,0.366394,0.895734,0.3542,0.60998,0.01666
-0.209216,0.339084,0.880084,0.35714,0.60956,0.01498
-0.242798,0.370922,0.875718,0.35616,0.60606,0.00924
-0.229218,0.372458,0.88045,0.36162,0.6076,0.0147
-0.229646,0.394139,0.887119,0.357,0.60914,0.01708
-0.226282,0.427826,0.905641,0.35966,0.60872,0.00952
-0.24396,0.447113,0.897256,0.35966,0.61278,0.01386
-0.246713,0.436517,0.886746,0.36008,0.60508,0.01428
-0.213008,0.414907,0.890807,0.35784,0.6069,0.00868
-0.175327,0.379519,0.888069,0.35812,0.6062,0.00994
-0.139359,0.263467,0.922799,0.36064,0.60844,0.00588
-0.0882212,0.311563,0.922851,0.35882,0.60634,0.00336
-0.0824101,0.319649,0.940628,0.35728,0.60998,0.00364
-0.0923196,0.358783,0.938523,0.35938,0.60816,0.00616
-0.122048,0.374269,0.902718,0.35798,0.60564,-0.00168
-0.129328,0.400297,0.914909,0.35994,0.60746,-0.00308
-0.144926,0.406294,0.924857,0.35924,0.60522,-0.00756
-0.142112,0.397414,0.922586,0.36162,0.61152,-0.00728
-0.152695,0.381547,0.937897,0.35672,0.61208,-0.01386
-0.126514,0.362753,0.935315,0.3563,0.61264,-0.0126
-0.120886,0.320617,0.942018,0.35784,0.61334,-0.01512
-0.083817,0.318791,0.949742,0.35812,0.61488,-0.0168
-0.087426,0.363746,0.934108,0.35672,0.61544,-0.02058
-0.0910962,0.392102,0.92752,0.35056,0.61502,-0.01932
-0.0805138,0.390452,0.920398,0.35532,0.61446,-0.02268
-0.0955005,0.370113,0.911387,0.3556,0.61446,-0.02058
-0.101495,0.371764,0.927973,0.35378,0.61964,-0.0266
-0.0882212,0.352047,0.969325,0.34832,0.61754,-0.02744
-0.0366549,0.326585,0.985136,0.35154,0.61978,-0.02968
-0.0198943,0.297743,0.968517,0.35042,0.62104,-0.02772
-0.0036842,0.301423,0.964071,0.3514,0.6181,-0.02982
0.012587,0.327949,0.952781,0.34944,0.61922,-0.03136
0.000353025,0.344482,0.93845,0.3437,0.62132,-0.0273
-0.0286416,0.35176,0.930215,0.34916,0.61992,-0.0245
-0.0399581,0.350103,0.932203,0.34468,0.62132,-0.02814
-0.04424,0.35249,0.930136,0.34398,0.62468,-0.03332
-0.0644261,0.360691,0.948168,0.34398,0.62678,-0.03262
-0.0120033,0.344233,0.950528,0.3409,0.62314,-0.03598
-0.00454058,0.317409,0.986453,0.33852,0.6272,-0.04046
0.0432332,0.307196,0.993963,0.34426,0.62286,-0.03542
0.07443,0.300285,0.993326,0.33978,0.62524,-0.03584
0.0349141,0.350373,0.972105,0.33768,0.62678,-0.03836
0.0382785,0.395513,0.919891,0.3374,0.62664,-0.03682
0.0361375,0.382344,0.923012,0.34076,0.62748,-0.04298
0.0451295,0.358583,0.93246,0.3402,0.62748,-0.0413
0.0864193,0.323931,0.957592,0.33782,0.63252,-0.04396
0.0943103,0.323443,0.971816,0.33474,0.62874,-0.04844
0.108808,0.274818,0.977514,0.33502,0.63014,-0.05152
0.15964,0.273242,0.986974,0.33698,0.63532,-0.049
0.165818,0.233678,0.939078,0.33362,0.62832,-0.05138
0.156276,0.257623,0.92364,0.33236,0.6321,-0.05278
0.128076,0.30067,0.914676,0.3318,0.63756,-0.05936
0.119145,0.338151,0.922227,0.33306,0.63882,-0.05796
0.100733,0.368217,0.943682,0.33152,0.63602,-0.05838
0.111805,0.374345,0.977524,0.329,0.63224,-0.05614
0.112722,0.333188,0.989742,0.32382,0.63798,-0.05908
0.16227,0.304295,0.99113,0.32494,0.637,-0.06118
0.167409,0.317281,0.978523,0.32312,0.63728,-0.05852
0.144776,0.317396,0.960488,0.322,0.6412,-0.0609
0.147834,0.336323,0.939695,0.32046,0.63728,-0.06132
0.112478,0.321673,0.903228,0.32144,0.63742,-0.06706
0.158478,0.344533,0.893629,0.32074,0.63952,-0.06846
0.152728,0.312254,0.886853,0.315,0.64078,-0.06902
0.192672,0.28195,0.884476,0.31934,0.63994,-0.07406
0.184964,0.275026,0.873858,0.3115,0.64204,-0.07112
0.185087,0.329291,0.893493,0.31248,0.64092,-0.07
0.196097,0.353243,0.908446,0.31276,0.64022,-0.07112
0.176829,0.351644,0.909232,0.31626,0.64638,-0.07686
0.187656,0.33603,0.912257,0.3136,0.64344,-0.07252
0.190041,0.328864,0.91176,0.30716,0.64946,-0.07518
0.19677,0.296099,0.911491,0.3087,0.6489,-0.07994
0.220626,0.300701,0.917724,0.30982,0.64666,-0.07938
0.264791,0.296734,0.949823,0.31052,0.65002,-0.07588
0.300025,0.272553,0.980231,0.308,0.64862,-0.08316
0.313544,0.278621,0.975976,0.30926,0.6489,-0.08624
0.303634,0.281802,0.95002,0.30408,0.6496,-0.08162
0.282164,0.310888,0.913583,0.30296,0.64946,-0.08176
0.230903,0.371935,0.904074,0.30408,0.65198,-0.08442
0.218424,0.414926,0.913409,0.29876,0.65156,-0.08092
0.240935,0.406726,0.930343,0.2954,0.6524,-0.08106
0.257879,0.375863,0.942213,0.29722,0.65156,-0.0847
0.282286,0.341573,0.944586,0.2982,0.65268,-0.08204
0.312993,0.287318,0.939907,0.2968,0.65324,-0.0847
0.330427,0.257619,0.92622,0.29708,0.65394,-0.08316
0.351836,0.285309,0.911187,0.29204,0.65674,-0.08428
0.336605,0.286774,0.924557,0.29428,0.658,-0.0868
0.272927,0.316948,0.848007,0.29554,0.65506,-0.0833
0.275557,0.347205,0.890925,0.29666,0.65478,-0.0833
0.274578,0.341632,0.90132,0.28924,0.6545,-0.07994
0.275618,0.340713,0.916663,0.28952,0.65408,-0.08036
0.311648,0.345318,0.923841,0.28756,0.65786,-0.08134
0.306326,0.309303,0.935771,0.28868,0.65758,-0.08386
0.338073,0.317827,0.931834,0.28924,0.65352,-0.08792
0.346086,0.323464,0.923987,0.28812,0.65744,-0.08904
0.327124,0.287384,0.893769,0.2863,0.65786,-0.09086
0.281368,0.207563,0.835614,0.28406,0.65926,-0.09016
0.317092,0.156985,0.808239,0.28084,0.66066,-0.09394
0.3541,0.195215,0.838653,0.27958,0.65912,-0.08918
0.37031,0.193138,0.842154,0.27888,0.65898,-0.09002
0.379485,0.294015,0.853886,0.27608,0.6587,-0.0889
0.36144,0.380736,0.927135,0.27286,0.6685,-0.0833
0.333118,0.417475,0.938652,0.27566,0.66374,-0.0875
0.306448,0.37986,0.926001,0.2709,0.6657,-0.0861
0.308711,0.358547,0.895605,0.27342,0.66052,-0.08806
0.345475,0.305703,0.867493,0.27132,0.66332,-0.08568
0.381198,0.232769,0.855399,0.26838,0.66038,-0.0875
0.420286,0.210304,0.874914,0.2702,0.66444,-0.08484
0.476073,0.221592,0.94275,0.27006,0.66192,-0.08316
0.483413,0.233843,0.910084,0.26656,0.6643,-0.08694
0.409153,0.293351,0.848241,0.26866,0.66598,-0.08498
0.376365,0.33995,0.802912,0.26698,0.66752,-0.077
0.367006,0.336027,0.781721,0.2716,0.66416,-0.0819
0.389334,0.304492,0.765453,0.27048,0.6636,-0.08218
0.409459,0.256419,0.773154,0.26656,0.66444,-0.08302
0.456009,0.210622,0.765376,0.26726,0.66822,-0.08778
0.467325,0.138599,0.82207,0.27174,0.66584,-0.08988
0.499684,0.166783,0.866924,0.26852,0.66598,-0.0812
0.51932,0.228343,0.927837,0.26348,0.66514,-0.08008
0.497543,0.270106,0.945757,0.26404,0.66528,-0.0826
0.492527,0.280946,0.922601,0.26376,0.6678,-0.08008
0.432275,0.267513,0.877275,0.26712,0.6657,-0.07756
0.440839,0.25153,0.83439,0.26544,0.66528,-0.07294
0.463166,0.216933,0.816837,0.26362,0.66766,-0.07476
0.499379,0.170213,0.8355,0.2653,0.66724,-0.07084
