ax,ay,az
-0.0264282,0.33075,-0.927673
-0.0288086,0.333801,-0.930542
-0.0284424,0.331787,-0.931274
-0.0253296,0.333923,-0.929565
-0.0247803,0.334045,-0.92804
-0.0257568,0.333008,-0.930176
-0.0265503,0.332642,-0.927551
-0.02771,0.33429,-0.92627
-0.0272217,0.333984,-0.926758
-0.0278931,0.332947,-0.928833
-0.0264282,0.333191,-0.932678
-0.0247803,0.33252,-0.927185
-0.0250854,0.330566,-0.928711
-0.0261841,0.331665,-0.929321
-0.0253906,0.331177,-0.92865
-0.0263672,0.334839,-0.928284
-0.0263672,0.332336,-0.927368
-0.0301514,0.334717,-0.929932
-0.0272827,0.334229,-0.924438
-0.0248413,0.332886,-0.928162
-0.0255127,0.330872,-0.932251
-0.0256958,0.333923,-0.928528
-0.0222778,0.333313,-0.927917
-0.0255127,0.331909,-0.92926
-0.0272217,0.332703,-0.93103
-0.0286255,0.334351,-0.930725
-0.0286255,0.335876,-0.926208
-0.0298462,0.333801,-0.929688
-0.0299072,0.333435,-0.927307
-0.0231934,0.329102,-0.929871
-0.0244141,0.332947,-0.927551
-0.0309448,0.335999,-0.929138
-0.0257568,0.331299,-0.929321
-0.0228271,0.332153,-0.927063
-0.0275269,0.332458,-0.929443
-0.0285034,0.332703,-0.929016
-0.0273438,0.333069,-0.927429
-0.026001,0.333435,-0.929626
-0.0234985,0.332092,-0.929077
-0.0276489,0.333618,-0.930115
-0.0292358,0.33429,-0.927612
-0.0296631,0.333252,-0.92804
-0.0266724,0.335388,-0.929443
-0.0241089,0.333191,-0.927185
-0.0258789,0.333069,-0.928589
-0.0270996,0.333862,-0.92804
-0.0272827,0.334045,-0.92627
-0.0255737,0.333374,-0.93103
-0.0263062,0.329651,-0.929016
-0.0267334,0.333984,-0.930054
-0.0247192,0.334717,-0.927124
-0.0244141,0.334839,-0.927917
-0.0244141,0.332764,-0.930176
-0.027832,0.332092,-0.929504
-0.0268555,0.333679,-0.928589
-0.03125,0.33197,-0.928284
-0.0258789,0.332581,-0.928894
-0.0261841,0.332214,-0.929443
-0.0272217,0.333923,-0.927002
-0.0253296,0.333191,-0.929138
-0.026001,0.334351,-0.92926
-0.0305176,0.334473,-0.930481
-0.0257568,0.331848,-0.928711
-0.0245361,0.332825,-0.926697
-0.0273438,0.332458,-0.927368
-0.0259399,0.332581,-0.927917
-0.0265503,0.330872,-0.925781
-0.0249023,0.333069,-0.930542
-0.0289307,0.331543,-0.92926
-0.0266113,0.335083,-0.928833
-0.0284424,0.333618,-0.927795
-0.0222778,0.33313,-0.927856
-0.0240479,0.333435,-0.92688
-0.0259399,0.331726,-0.928894
-0.0258789,0.333862,-0.930481
-0.024353,0.362427,-0.91626
-0.0252075,0.364319,-0.917786
-0.0258789,0.361511,-0.919067
-0.0274658,0.361267,-0.920776
-0.0254517,0.362976,-0.918213
-0.0270386,0.362854,-0.915833
-0.026123,0.364441,-0.91925
-0.0250244,0.362732,-0.921204
-0.0262451,0.363159,-0.917847
-0.0259399,0.363525,-0.91571
-0.0270996,0.364502,-0.917969
-0.0303345,0.36261,-0.918335
-0.027832,0.362671,-0.919434
-0.0269775,0.363098,-0.919434
-0.0263062,0.36322,-0.917175
-0.0273438,0.36084,-0.918884
-0.0270386,0.362427,-0.918335
-0.0256958,0.362305,-0.918396
-0.0267334,0.364075,-0.915955
-0.026062,0.362488,-0.921082
-0.0273438,0.363708,-0.919678
-0.0258789,0.363098,-0.918335
-0.0247192,0.364502,-0.916138
-0.0292969,0.365601,-0.920654
-0.0281372,0.365112,-0.918701
-0.026062,0.363037,-0.918213
-0.0253296,0.362671,-0.917542
-0.0253296,0.361023,-0.918152
-0.0255127,0.363403,-0.917358
-0.0256958,0.362244,-0.91864
-0.0279541,0.363647,-0.920288
-0.0287476,0.362427,-0.921265
-0.0278931,0.364319,-0.918274
-0.0281982,0.364502,-0.916748
-0.0266724,0.363953,-0.918213
-0.02771,0.363892,-0.919434
-0.0266113,0.359985,-0.918945
-0.0241699,0.363403,-0.914978
-0.0255737,0.362122,-0.91626
-0.0287476,0.364075,-0.919006
-0.0266724,0.363281,-0.919434
-0.0248413,0.362305,-0.918274
-0.02771,0.363342,-0.916565
-0.0270386,0.36438,-0.917542
-0.0276489,0.36499,-0.919434
-0.0270996,0.362,-0.915649
-0.0291748,0.363708,-0.917603
-0.0264893,0.363525,-0.916931
-0.0270386,0.364319,-0.917358
-0.0266724,0.362976,-0.91925
-0.024353,0.36377,-0.918457
-0.0234375,0.362244,-0.915588
-0.0239258,0.360718,-0.919861
-0.0264282,0.361572,-0.919373
-0.0296021,0.363159,-0.918518
-0.0281982,0.363037,-0.918213
-0.0266724,0.362671,-0.91864
-0.0293579,0.365173,-0.91803
-0.0233765,0.364014,-0.915588
-0.0263062,0.363708,-0.918762
-0.0278931,0.362854,-0.918274
-0.027832,0.363159,-0.918701
-0.0269165,0.362061,-0.918152
-0.0289307,0.363525,-0.916565
-0.0282593,0.363953,-0.919739
-0.0268555,0.362976,-0.918579
-0.0284424,0.361023,-0.917053
-0.0241699,0.363159,-0.91748
-0.0250854,0.364258,-0.91626
-0.0275269,0.363159,-0.917969
-0.026062,0.364441,-0.918579
-0.0275269,0.361877,-0.91864
-0.0279541,0.36377,-0.919495
-0.027832,0.363464,-0.917603
-0.0258179,0.361755,-0.916992
-0.0267944,0.363708,-0.917847
-0.0264282,0.363281,-0.915955
-0.0272217,0.363525,-0.917358
-0.0244751,0.361694,-0.918091
-0.0272217,0.363403,-0.918762
-0.0283813,0.361389,-0.917908
-0.0271606,0.364014,-0.918579
-0.0281372,0.36322,-0.916687
-0.0268555,0.364258,-0.919556
-0.0252075,0.361816,-0.916931
-0.0244141,0.362244,-0.916931
-0.0247803,0.36322,-0.918945
-0.0245361,0.364319,-0.919128
-0.026062,0.362549,-0.916626
-0.0256958,0.362183,-0.92041
-0.0291138,0.363098,-0.920776
-0.0257568,0.362488,-0.918091
-0.0267944,0.363281,-0.918335
-0.0281982,0.362549,-0.920471
-0.0270996,0.364014,-0.92041
-0.0275879,0.363159,-0.918457
-0.0244141,0.364136,-0.919556
-0.0244751,0.363525,-0.921265
-0.0269165,0.362305,-0.918335
-0.0245361,0.361938,-0.918762
-0.0280151,0.412292,-0.897339
-0.0265503,0.411438,-0.895752
-0.0271606,0.415222,-0.895752
-0.0283203,0.415039,-0.901245
-0.0283813,0.41156,-0.895935
-0.0289917,0.411926,-0.899658
-0.0274658,0.411255,-0.897217
-0.0270996,0.412598,-0.896606
-0.0286255,0.412476,-0.899048
-0.0269165,0.41217,-0.899536
-0.0261841,0.412354,-0.897888
-0.0291138,0.414917,-0.897095
-0.0291138,0.415344,-0.898987
-0.0303955,0.412903,-0.897095
-0.0298462,0.41095,-0.898987
-0.026001,0.411133,-0.89624
-0.0266113,0.410034,-0.895691
-0.0236206,0.411865,-0.899109
-0.0262451,0.411987,-0.898315
-0.0274658,0.411072,-0.897827
-0.02948,0.413086,-0.896606
-0.0289307,0.412842,-0.896484
-0.0274658,0.412842,-0.896545
-0.0267334,0.412109,-0.89624
-0.0272217,0.412354,-0.898315
-0.0249634,0.412415,-0.897095
-0.02771,0.413513,-0.898438
-0.0281982,0.414429,-0.899597
-0.0269775,0.410767,-0.900024
-0.0279541,0.412537,-0.898682
-0.0302124,0.410156,-0.894592
-0.0273438,0.414673,-0.896729
-0.0267334,0.410278,-0.897278
-0.0274048,0.41156,-0.897827
-0.0286255,0.411743,-0.89856
-0.0288696,0.411072,-0.896057
-0.027771,0.413513,-0.897095
-0.0300293,0.412842,-0.899109
-0.0288086,0.412354,-0.897217
-0.0286865,0.412109,-0.896179
-0.0299683,0.412109,-0.896179
-0.0280762,0.41272,-0.897583
-0.02771,0.411926,-0.896545
-0.0245361,0.412781,-0.897522
-0.0245972,0.412598,-0.898071
-0.0254517,0.413696,-0.897583
-0.0251465,0.413025,-0.894165
-0.0251465,0.413391,-0.897339
-0.0283203,0.412781,-0.899048
-0.0286865,0.411011,-0.89679
-0.0284424,0.412048,-0.897339
-0.0289917,0.414368,-0.897522
-0.0307617,0.413208,-0.898438
-0.0275879,0.411255,-0.898376
-0.0263672,0.419434,-0.897583
-0.0194092,0.40094,-0.892578
-0.0361938,0.422485,-0.900085
-0.0385742,0.41156,-0.900635
-0.0235596,0.411072,-0.893372
-0.0252075,0.413696,-0.893921
-0.0272217,0.418518,-0.897949
-0.0234985,0.409241,-0.898804
-0.0251465,0.414185,-0.894409
-0.0291138,0.412231,-0.896667
-0.0462036,0.415283,-0.898376
-0.0307617,0.413818,-0.895996
-0.0267944,0.413391,-0.89563
-0.0241089,0.411133,-0.897644
-0.0263062,0.411011,-0.897583
-0.0275269,0.413391,-0.899536
-0.0272827,0.413025,-0.896423
-0.0299072,0.413757,-0.896606
-0.0328369,0.411438,-0.898926
-0.0276489,0.41333,-0.898682
-0.0276489,0.412537,-0.894958
-0.0285645,0.412537,-0.89801
-0.0302124,0.412109,-0.898132
-0.0273438,0.41394,-0.897217
-0.029541,0.414673,-0.897034
-0.0304565,0.412659,-0.897217
-0.0305176,0.411377,-0.89679
-0.0274658,0.413025,-0.899109
-0.0255737,0.41333,-0.895935
-0.0259399,0.414734,-0.896057
-0.0296021,0.412659,-0.898621
-0.0281982,0.412598,-0.897827
-0.0269165,0.412048,-0.897461
-0.0288696,0.412903,-0.898193
-0.029541,0.413208,-0.897034
-0.029541,0.412292,-0.896606
-0.0270996,0.411621,-0.899719
-0.0286255,0.413025,-0.896484
-0.0266113,0.412781,-0.894897
-0.0263062,0.414062,-0.896606
-0.0285645,0.413208,-0.897827
-0.027771,0.412964,-0.897095
-0.0289917,0.411865,-0.89447
-0.0267944,0.411987,-0.895813
-0.026123,0.414551,-0.897095
-0.0305176,0.41394,-0.8974
-0.0287476,0.480469,-0.865295
-0.0307617,0.481079,-0.863403
-0.0288696,0.4776,-0.864807
-0.0286865,0.477783,-0.867432
-0.0270386,0.475952,-0.864258
-0.0293579,0.479187,-0.865173
-0.0282593,0.479614,-0.862549
-0.0296631,0.48175,-0.867981
-0.0264893,0.4776,-0.866211
-0.0289307,0.479126,-0.86554
-0.0280762,0.479614,-0.862061
-0.0319214,0.479187,-0.867432
-0.0168457,0.478638,-0.86438
-0.0290527,0.480225,-0.863281
-0.0286865,0.478088,-0.863953
-0.0323486,0.481262,-0.868713
-0.0303955,0.481812,-0.866821
-0.0287476,0.478882,-0.865906
-0.0284424,0.478699,-0.864685
-0.0287476,0.478455,-0.864563
-0.0296631,0.480408,-0.86731
-0.0294189,0.478882,-0.864563
-0.027832,0.478821,-0.865295
-0.0290527,0.478943,-0.864685
-0.0292358,0.479858,-0.864868
-0.0308838,0.479614,-0.863159
-0.0307617,0.481445,-0.865601
-0.0305786,0.479187,-0.867004
-0.029541,0.480347,-0.863281
-0.0284424,0.481812,-0.86554
-0.0285645,0.480225,-0.864502
-0.026123,0.480652,-0.865662
-0.0293579,0.477905,-0.868286
-0.0272217,0.48053,-0.86615
-0.0299683,0.479919,-0.865479
-0.0302124,0.477173,-0.863342
-0.0266724,0.47998,-0.867554
-0.0285645,0.477722,-0.867493
-0.0279541,0.478699,-0.86438
-0.0302734,0.478821,-0.865234
-0.0303955,0.479614,-0.864746
-0.0305786,0.479797,-0.865295
-0.0305786,0.480957,-0.866089
-0.0301514,0.478821,-0.864685
-0.0303955,0.481018,-0.864197
-0.0258179,0.477905,-0.866028
-0.0269775,0.479919,-0.865173
-0.0285034,0.480774,-0.868591
-0.0298462,0.480225,-0.863342
-0.0321045,0.479797,-0.867798
-0.0303955,0.477966,-0.864868
-0.0307617,0.477783,-0.867859
-0.0288696,0.478271,-0.866333
-0.0292358,0.480286,-0.866333
-0.02948,0.480652,-0.862915
-0.0285645,0.481201,-0.864258
-0.0274658,0.478088,-0.864685
-0.0299683,0.479797,-0.867188
-0.0310059,0.480469,-0.864563
-0.02771,0.479492,-0.865417
-0.0328369,0.480042,-0.866821
-0.0308838,0.47699,-0.866699
-0.0267944,0.479309,-0.86322
-0.02771,0.480408,-0.863037
-0.0266724,0.479858,-0.86676
-0.0287476,0.478455,-0.866394
-0.03125,0.480591,-0.866089
-0.02771,0.478943,-0.866577
-0.0294189,0.477905,-0.865479
-0.0288086,0.481262,-0.865784
-0.0290527,0.477051,-0.866699
-0.0270996,0.477051,-0.867065
-0.0281372,0.478577,-0.864319
-0.0308228,0.480408,-0.864502
-0.0307617,0.480042,-0.867126
-0.027771,0.477295,-0.864624
-0.0271606,0.477478,-0.863831
-0.0292969,0.477112,-0.863037
-0.0286865,0.480713,-0.865906
-0.0280762,0.479431,-0.866821
-0.0261841,0.477478,-0.868103
-0.0308838,0.479126,-0.863647
-0.0309448,0.479431,-0.865234
-0.0309448,0.478943,-0.865967
-0.0290527,0.477417,-0.864868
-0.0297241,0.481445,-0.865051
-0.0266113,0.479492,-0.865784
-0.0272827,0.480347,-0.864075
-0.0305176,0.478516,-0.865601
-0.0305176,0.479126,-0.864197
-0.0298462,0.479126,-0.864319
-0.0270996,0.479553,-0.86377
-0.0289307,0.48175,-0.865234
-0.02948,0.47998,-0.868469
-0.0262451,0.478516,-0.867493
-0.0279541,0.479675,-0.865112
-0.0292358,0.479126,-0.863403
-0.029541,0.479614,-0.864563
-0.0293579,0.477661,-0.863892
-0.0261841,0.480103,-0.863953
-0.0265503,0.545654,-0.824341
-0.026123,0.546936,-0.828247
-0.0275269,0.545288,-0.827393
-0.0288086,0.545776,-0.823792
-0.0263672,0.546448,-0.82489
-0.0300903,0.544189,-0.82605
-0.0328369,0.546387,-0.828186
-0.0301514,0.544312,-0.812561
-0.0267334,0.545044,-0.825439
-0.0282593,0.54718,-0.825195
-0.0286865,0.544983,-0.826233
-0.0279541,0.543152,-0.828491
-0.0285034,0.54303,-0.826233
-0.031311,0.546509,-0.827759
-0.0318604,0.546204,-0.826172
-0.0297852,0.544373,-0.825317
-0.0311279,0.545166,-0.827515
-0.0307617,0.544556,-0.828491
-0.0273438,0.546631,-0.825562
-0.0296021,0.548401,-0.826172
-0.0300293,0.544739,-0.828125
-0.0293579,0.542786,-0.827576
-0.0281372,0.533813,-0.826477
-0.0280151,0.544739,-0.821106
-0.0294189,0.547241,-0.827515
-0.0302124,0.543945,-0.827209
-0.0280151,0.545105,-0.82605
-0.0288086,0.542053,-0.826233
-0.0324097,0.546936,-0.828552
-0.0294189,0.544128,-0.825378
-0.0258789,0.544556,-0.827209
-0.0296021,0.546814,-0.828247
-0.02771,0.545776,-0.824768
-0.0253296,0.544739,-0.824036
-0.0287476,0.547607,-0.825806
-0.0280151,0.545044,-0.826904
-0.0270386,0.544067,-0.825806
-0.0279541,0.545898,-0.824219
-0.0296021,0.545288,-0.825195
-0.0297852,0.544617,-0.824768
-0.0297852,0.542297,-0.823486
-0.0300293,0.545593,-0.824707
-0.0301514,0.546814,-0.827271
-0.0289917,0.54425,-0.828552
-0.0282593,0.545105,-0.827209
-0.026001,0.545776,-0.824951
-0.0324097,0.545837,-0.825317
-0.0303955,0.544922,-0.825562
-0.029541,0.545654,-0.826233
-0.0290527,0.544739,-0.826294
-0.0305176,0.544067,-0.826782
-0.0301514,0.544617,-0.826416
-0.0263672,0.545288,-0.824158
-0.026123,0.543762,-0.824829
-0.03125,0.546326,-0.827759
-0.0294189,0.546997,-0.824158
-0.0285034,0.544312,-0.824463
-0.0281372,0.546082,-0.825317
-0.0305176,0.543701,-0.827209
-0.0292969,0.543335,-0.827087
-0.029541,0.544556,-0.824341
-0.0299072,0.547791,-0.824463
-0.0289307,0.542603,-0.825623
-0.0310669,0.545654,-0.826477
-0.0285645,0.545471,-0.823853
-0.0272827,0.545105,-0.825989
-0.0320435,0.544922,-0.825439
-0.029541,0.545959,-0.824036
-0.0299683,0.54303,-0.839722
-0.0310059,0.543823,-0.826172
-0.029541,0.547607,-0.822876
-0.0285034,0.544617,-0.823425
-0.0270386,0.545105,-0.826111
-0.0261841,0.544617,-0.824646
-0.0265503,0.54364,-0.821838
-0.0336914,0.548401,-0.826599
-0.0181885,0.546509,-0.825378
-0.0247192,0.543335,-0.821167
-0.0310059,0.545593,-0.825623
-0.0339966,0.545654,-0.812866
-0.0288696,0.544373,-0.825073
-0.0294189,0.548706,-0.825134
-0.0161133,0.545898,-0.828369
-0.027832,0.542358,-0.825134
-0.0266113,0.547119,-0.822632
-0.0306396,0.545959,-0.822083
-0.0300903,0.544739,-0.824097
-0.0280762,0.545898,-0.826782
-0.0305176,0.545349,-0.826355
-0.031311,0.547241,-0.822266
-0.0282593,0.546448,-0.826477
-0.0275269,0.548096,-0.824951
-0.0269775,0.54248,-0.825562
-0.0278931,0.548157,-0.825989
-0.0280151,0.547241,-0.824158
-0.031311,0.546021,-0.826416
-0.031311,0.545227,-0.825134
-0.0255737,0.545288,-0.8255
-0.0263672,0.544861,-0.825928
-0.0303955,0.544189,-0.823608
-0.0283203,0.669617,-0.738708
-0.0297852,0.670715,-0.737854
-0.0274658,0.666504,-0.737854
-0.0296021,0.664246,-0.738281
-0.0308838,0.668091,-0.737122
-0.0279541,0.669373,-0.739929
-0.0297241,0.668701,-0.737305
-0.0275879,0.664185,-0.737183
-0.0325317,0.667114,-0.737183
-0.0304565,0.669678,-0.735901
-0.0265503,0.669495,-0.738831
-0.0302124,0.667908,-0.741028
-0.0280151,0.664917,-0.737671
-0.0288086,0.66748,-0.735168
-0.0279541,0.667175,-0.737305
-0.0264282,0.669006,-0.736084
-0.02948,0.668396,-0.740112
-0.0286255,0.665833,-0.737244
-0.0299072,0.664368,-0.73645
-0.0283203,0.668701,-0.738342
-0.0285034,0.669556,-0.735107
-0.027832,0.667297,-0.737549
-0.0283203,0.666321,-0.739197
-0.0317993,0.672363,-0.73468
-0.0305176,0.668518,-0.735596
-0.0263062,0.66925,-0.736023
-0.0275879,0.667236,-0.738586
-0.02948,0.669189,-0.736328
-0.0296631,0.668335,-0.73584
-0.0276489,0.66626,-0.736572
-0.0284424,0.667358,-0.737549
-0.0301514,0.665283,-0.738525
-0.0288696,0.66864,-0.739319
-0.0306396,0.668945,-0.738037
-0.0264282,0.668945,-0.73584
-0.0296021,0.666443,-0.738159
-0.0297852,0.66748,-0.736694
-0.0302124,0.668335,-0.74054
-0.0299683,0.669189,-0.73877
-0.0302734,0.670776,-0.739258
-0.0300293,0.664307,-0.737671
-0.0270996,0.667725,-0.737244
-0.0286255,0.66748,-0.73938
-0.0299683,0.668701,-0.738342
-0.02948,0.66748,-0.738342
-0.0282593,0.665955,-0.734985
-0.0310669,0.665039,-0.738159
-0.0272827,0.667908,-0.737366
-0.0261841,0.669128,-0.735718
-0.026062,0.669067,-0.738953
-0.0289307,0.668091,-0.739258
-0.0297241,0.667358,-0.738586
-0.0297852,0.668152,-0.736267
-0.0281372,0.667358,-0.738525
-0.0303955,0.667175,-0.739136
-0.0270996,0.66748,-0.739258
-0.0284424,0.668335,-0.737
-0.0298462,0.666565,-0.737915
-0.0316162,0.667053,-0.739502
-0.0287476,0.666321,-0.738281
-0.0310059,0.667236,-0.73938
-0.0297852,0.669312,-0.739075
-0.0287476,0.665222,-0.735596
-0.0266113,0.666382,-0.738647
-0.0263672,0.666748,-0.739197
-0.0286865,0.668091,-0.739258
-0.0288696,0.668579,-0.738953
-0.0298462,0.668335,-0.73761
-0.0272827,0.668579,-0.736694
-0.0292969,0.665039,-0.737427
-0.0296021,0.668091,-0.737
-0.0276489,0.669189,-0.73822
-0.024353,0.667603,-0.737427
-0.0281372,0.664612,-0.737488
-0.0293579,0.667053,-0.736145
-0.0303955,0.666565,-0.735718
-0.0289917,0.667908,-0.737305
-0.0311279,0.667419,-0.739746
-0.0292358,0.66626,-0.740295
-0.0297241,0.669006,-0.73877
-0.0309448,0.667358,-0.734436
-0.0283813,0.666748,-0.734985
-0.0273438,0.666138,-0.737183
-0.0281982,0.666016,-0.736877
-0.02771,0.669373,-0.736938
-0.0310669,0.66748,-0.737793
-0.0292969,0.667358,-0.737183
-0.0297852,0.664673,-0.740112
-0.027771,0.66687,-0.738892
-0.0272827,0.668701,-0.735779
-0.0299072,0.668518,-0.735352
-0.0305176,0.668518,-0.73999
-0.0282593,0.666809,-0.737244
-0.0285034,0.668579,-0.735718
-0.0308228,0.67041,-0.734924
-0.029541,0.670715,-0.733826
-0.0270996,0.667175,-0.733398
-0.0291748,0.663269,-0.737549
-0.0284424,0.668579,-0.738831
-0.0297852,0.669312,-0.737793
-0.0287476,0.770142,-0.630981
-0.02771,0.768188,-0.632385
-0.0292358,0.764343,-0.633301
-0.0283203,0.763855,-0.633606
-0.0286865,0.765991,-0.632141
-0.0284424,0.76947,-0.634399
-0.0310059,0.768555,-0.63092
-0.0297852,0.767151,-0.632935
-0.0297852,0.766418,-0.634155
-0.0288086,0.766602,-0.63385
-0.0283203,0.769104,-0.635742
-0.031311,0.767029,-0.633057
-0.0290527,0.76886,-0.632019
-0.0293579,0.765991,-0.63324
-0.0286255,0.765991,-0.631836
-0.0254517,0.762817,-0.633179
-0.0280151,0.764343,-0.632385
-0.0255737,0.767822,-0.633118
-0.0296631,0.765991,-0.63324
-0.0313721,0.768677,-0.63269
-0.0326538,0.767456,-0.633728
-0.0298462,0.767883,-0.634033
-0.0255737,0.765503,-0.632324
-0.0298462,0.765747,-0.632629
-0.0266724,0.766479,-0.632629
-0.02771,0.767456,-0.633118
-0.0280151,0.766602,-0.633118
-0.029541,0.767395,-0.633789
-0.0316772,0.766113,-0.637207
-0.0289307,0.765625,-0.63208
-0.0276489,0.766479,-0.632446
-0.0296021,0.767151,-0.634888
-0.0321655,0.767822,-0.632507
-0.0285034,0.769165,-0.63092
-0.0268555,0.766602,-0.631897
-0.0291748,0.766785,-0.635986
-0.0272217,0.765503,-0.63562
-0.0280151,0.767822,-0.631348
-0.0289307,0.770752,-0.633484
-0.0299683,0.768188,-0.634583
-0.027771,0.766724,-0.635742
-0.0456543,0.766785,-0.633789
-0.0305786,0.769348,-0.632385
-0.0270996,0.768921,-0.631348
-0.0308838,0.766724,-0.632141
-0.02948,0.750793,-0.637573
-0.0286255,0.766052,-0.632446
-0.0281982,0.76532,-0.63269
-0.0307617,0.767029,-0.633179
-0.0292358,0.766174,-0.632935
-0.029541,0.766846,-0.634094
-0.0310669,0.767578,-0.633362
-0.0253906,0.769653,-0.631714
-0.0299072,0.770203,-0.632202
-0.0309448,0.765991,-0.635437
-0.0287476,0.766602,-0.631531
-0.0302734,0.764771,-0.632446
-0.0286255,0.766907,-0.63324
-0.0289307,0.765259,-0.635193
-0.0300293,0.767578,-0.632446
-0.0272827,0.76709,-0.631348
-0.0299683,0.76709,-0.633057
-0.0299683,0.767334,-0.634888
-0.0322876,0.765259,-0.633789
-0.0315552,0.766296,-0.631226
-0.0299683,0.76886,-0.630554
-0.0298462,0.768799,-0.634338
-0.029541,0.766968,-0.63385
-0.0310669,0.76532,-0.634766
-0.0296021,0.766663,-0.632935
-0.0270386,0.769104,-0.631836
-0.0272827,0.764526,-0.632568
-0.0289307,0.766724,-0.636047
-0.0280151,0.767334,-0.63562
-0.0267944,0.768555,-0.631714
-0.0308838,0.770691,-0.633179
-0.0296021,0.766418,-0.632507
-0.0279541,0.766174,-0.631104
-0.0305176,0.767456,-0.63147
-0.0300903,0.768311,-0.63208
-0.0288086,0.766541,-0.634033
-0.0271606,0.765991,-0.636536
-0.0322876,0.7677,-0.634094
-0.0316162,0.766479,-0.631409
-0.0288086,0.765808,-0.632446
-0.0283813,0.766663,-0.634888
-0.0297241,0.765015,-0.633911
-0.0452271,0.765991,-0.634399
-0.0290527,0.769897,-0.633972
-0.0267944,0.770386,-0.632324
-0.0276489,0.765991,-0.633423
-0.0294189,0.766479,-0.633179
-0.0311279,0.766968,-0.631592
-0.0166016,0.76886,-0.633301
-0.0292969,0.767822,-0.632568
-0.0267944,0.765137,-0.631531
-0.0307617,0.766418,-0.634399
-0.0290527,0.765259,-0.632629
-0.0282593,0.767212,-0.632507
-0.0306396,0.766235,-0.635254
-0.0285034,0.899597,-0.436462
-0.027771,0.896484,-0.43634
-0.0303345,0.896667,-0.422058
-0.0268555,0.895386,-0.432983
-0.0321045,0.899292,-0.436462
-0.0271606,0.897156,-0.434326
-0.0266724,0.899963,-0.434021
-0.0457764,0.899109,-0.433411
-0.031311,0.898499,-0.436035
-0.0280151,0.901794,-0.433899
-0.0281372,0.898315,-0.435669
-0.0303345,0.897522,-0.437256
-0.0283203,0.897095,-0.434998
-0.0320435,0.897461,-0.435608
-0.0307007,0.89801,-0.437012
-0.0283813,0.895996,-0.437439
-0.0291748,0.897217,-0.43634
-0.0305786,0.897095,-0.435486
-0.0272827,0.897583,-0.434021
-0.02948,0.897339,-0.435364
-0.0283813,0.89679,-0.434143
-0.0302734,0.900085,-0.433777
-0.0296021,0.900208,-0.434998
-0.0286865,0.899048,-0.434631
-0.0296021,0.898132,-0.434326
-0.0317993,0.897522,-0.437073
-0.0300903,0.895264,-0.437378
-0.029541,0.89563,-0.436646
-0.0294189,0.897888,-0.435547
-0.0301514,0.899109,-0.437134
-0.0291138,0.899597,-0.434021
-0.027771,0.900208,-0.43158
-0.0314331,0.901245,-0.431702
-0.0300903,0.899658,-0.433472
-0.0283813,0.901611,-0.429932
-0.0291748,0.901489,-0.431335
-0.0309448,0.901672,-0.432739
-0.0283813,0.897461,-0.433228
-0.0297241,0.898621,-0.43457
-0.0311279,0.897522,-0.437988
-0.0281372,0.896545,-0.438049
-0.0291748,0.898193,-0.433411
-0.0444336,0.898438,-0.438049
-0.031189,0.898621,-0.43396
-0.0274658,0.898499,-0.432739
-0.0288696,0.899231,-0.434082
-0.0310059,0.89679,-0.436401
-0.0283203,0.897766,-0.435181
-0.026062,0.895081,-0.437805
-0.0291748,0.894775,-0.43988
-0.0285645,0.895386,-0.423889
-0.0300903,0.895264,-0.438965
-0.0287476,0.898804,-0.435791
-0.0283203,0.899292,-0.434875
-0.0305786,0.901062,-0.435608
-0.0276489,0.89978,-0.434082
-0.02948,0.898499,-0.436401
-0.0303955,0.897766,-0.437988
-0.02771,0.897278,-0.435913
-0.029541,0.8974,-0.438477
-0.0303955,0.898438,-0.437134
-0.0266113,0.895508,-0.435486
-0.0294189,0.89801,-0.434998
-0.0325317,0.901062,-0.437439
-0.0305176,0.900635,-0.435547
-0.0294189,0.897339,-0.4375
-0.0315552,0.897034,-0.437744
-0.0282593,0.897339,-0.438049
-0.0288086,0.894897,-0.440735
-0.0319824,0.895081,-0.438049
-0.0293579,0.895874,-0.437378
-0.0293579,0.895325,-0.439697
-0.0298462,0.89801,-0.436279
-0.0307617,0.898315,-0.434448
-0.0305786,0.898376,-0.452148
-0.02948,0.896912,-0.437439
-0.0297852,0.896423,-0.434509
-0.0274048,0.897217,-0.422119
-0.0322876,0.897705,-0.435425
-0.0305786,0.898132,-0.436768
-0.0278931,0.897461,-0.43396
-0.0289917,0.897217,-0.434021
-0.0314331,0.898865,-0.436523
-0.0287476,0.897095,-0.434448
-0.0280762,0.896423,-0.435852
-0.0304565,0.898682,-0.437195
-0.0321655,0.898804,-0.436462
-0.0310059,0.899109,-0.437439
-0.0292969,0.898926,-0.436035
-0.0318604,0.898315,-0.435608
-0.0292358,0.898987,-0.433838
-0.0281982,0.899048,-0.437561
-0.0283813,0.901672,-0.435852
-0.027771,0.898865,-0.435486
-0.027771,0.89856,-0.437134
-0.0283203,0.896545,-0.43811
-0.031311,0.897705,-0.439148
-0.029541,0.898071,-0.438599
-0.0286865,0.895569,-0.438232
-0.0299072,0.897766,-0.436401
-0.0283813,1.00531,-0.00506592
-0.0269165,1.00281,-0.00512695
-0.0265503,1.00269,-0.00482178
-0.0270996,1.00055,-0.00524902
-0.0267944,1.00385,-0.00592041
-0.02771,1.00299,-0.00616455
