ax,ay,az
-0.0109253,0.0065918,-0.981812
-0.0108643,0.00756836,-0.983704
-0.00946045,0.00952148,-0.980713
-0.0106812,0.00842285,-0.982422
-0.00994873,0.00866699,-0.980347
-0.010376,0.00958252,-0.982544
-0.0128784,0.00640869,-0.981079
-0.0114136,0.00860596,-0.982788
-0.013916,0.00817871,-0.9823
-0.0101929,0.00946045,-0.981689
-0.012146,0.00720215,-0.980774
-0.0130005,0.00665283,-0.981384
-0.0130005,0.00848389,-0.981079
-0.00708008,0.00799561,-0.980591
-0.00964355,0.00878906,-0.980957
-0.0114746,0.00891113,-0.978027
-0.00909424,0.00531006,-0.979187
-0.00933838,0.00769043,-0.97821
-0.0111694,0.00848389,-0.980591
-0.0106201,0.00866699,-0.980469
-0.012085,0.00756836,-0.980164
-0.0123901,0.00701904,-0.982422
-0.010376,0.010498,-0.980713
0.116028,0.00708008,-0.969849
0.117737,0.00915527,-0.970703
0.118835,0.00897217,-0.97229
0.117065,0.010498,-0.96936
0.118896,0.00939941,-0.972107
0.11676,0.00878906,-0.972656
0.118347,0.00933838,-0.971313
0.11792,0.00976562,-0.971313
0.117188,0.00646973,-0.97052
0.117371,0.00891113,-0.972778
0.119446,0.00646973,-0.9729
0.117432,0.00817871,-0.970581
0.11731,0.00726318,-0.971375
0.116699,0.00921631,-0.97168
0.118591,0.0109863,-0.971191
0.118408,0.00793457,-0.970459
0.117615,0.0098877,-0.971313
0.118469,0.0090332,-0.96814
0.116333,0.00872803,-0.969482
0.116577,0.00793457,-0.974304
0.117737,0.00982666,-0.973022
0.119324,0.00994873,-0.970581
0.115479,0.00860596,-0.971924
0.119141,0.00933838,-0.972412
0.11615,0.00964355,-0.973022
0.117188,0.00872803,-0.972046
0.11908,0.00860596,-0.970276
0.117798,0.00878906,-0.970337
0.11731,0.00823975,-0.968262
0.116394,0.00872803,-0.970764
0.116943,0.0100708,-0.96875
0.120544,0.0090332,-0.97229
0.117859,0.00952148,-0.971008
0.117737,0.00915527,-0.970093
0.116394,0.00775146,-0.972656
0.117798,0.00769043,-0.969177
0.118164,0.00701904,-0.970947
0.115295,0.00958252,-0.970825
0.117554,0.00860596,-0.971008
0.119019,0.00726318,-0.970459
0.116455,0.0105591,-0.972656
0.117493,0.00830078,-0.97229
0.115051,0.0108032,-0.970947
0.118408,0.00799561,-0.972046
0.117859,0.0101929,-0.970398
0.117249,0.00750732,-0.972656
0.11499,0.00958252,-0.972229
0.116516,0.00897217,-0.970398
0.117249,0.0109253,-0.972778
0.113342,0.0105591,-0.969299
0.115417,0.00958252,-0.970947
0.115234,0.0100098,-0.970154
0.117493,0.00872803,-0.970947
0.118469,0.00994873,-0.972046
0.119629,0.00866699,-0.970764
0.117554,0.010498,-0.972717
0.114502,0.00927734,-0.972351
0.115906,0.0103149,-0.969482
0.115662,0.010437,-0.970337
0.118774,0.00695801,-0.973022
0.118103,0.00872803,-0.972534
0.118347,0.00909424,-0.970825
0.115112,0.00769043,-0.972168
0.115662,0.00958252,-0.971558
0.117737,0.00909424,-0.973267
0.118591,0.0100098,-0.970215
0.119629,0.00915527,-0.971313
0.119385,0.00830078,-0.971313
0.117554,0.0112305,-0.96936
0.117859,0.0110474,-0.969666
0.117554,0.00952148,-0.9729
0.117188,0.00817871,-0.972168
0.117859,0.0111694,-0.971436
0.115417,0.00897217,-0.969543
0.119812,0.00708008,-0.971619
0.117371,0.00958252,-0.97229
0.117126,0.00762939,-0.970825
0.116028,0.00915527,-0.973938
0.116211,0.00878906,-0.970093
0.115784,0.00616455,-0.971375
0.117981,0.00744629,-0.971191
0.116821,0.00982666,-0.971741
0.115234,0.00775146,-0.971558
0.11792,0.00958252,-0.971924
0.117432,0.0106201,-0.970215
0.117371,0.00891113,-0.970459
0.11731,0.0102539,-0.97168
0.117676,0.00939941,-0.969604
0.117554,0.00848389,-0.97113
0.11853,0.00866699,-0.970947
0.118408,0.00830078,-0.970642
0.117981,0.00878906,-0.973694
0.117859,0.00872803,-0.969727
0.113708,0.0108643,-0.971802
0.11792,0.00610352,-0.971619
0.11792,0.0078125,-0.968872
0.116394,0.00897217,-0.97229
0.11731,0.00811768,-0.969482
0.117065,0.00970459,-0.970703
0.119873,0.00738525,-0.972473
0.149536,0.0108643,-0.96759
0.146057,0.00933838,-0.96698
0.142822,0.00769043,-0.969238
0.145508,0.00811768,-0.972046
0.145264,0.00878906,-0.971619
0.146606,0.00958252,-0.973572
0.147522,0.0106201,-0.967896
0.145996,0.00665283,-0.969299
0.148315,0.00915527,-0.967346
0.148376,0.0119019,-0.96759
0.147888,0.00976562,-0.96936
0.144287,0.0100098,-0.970093
0.145874,0.0106812,-0.971069
0.14502,0.00854492,-0.970276
0.147827,0.00946045,-0.969116
0.145752,0.010437,-0.968628
0.146179,0.00805664,-0.968567
0.146301,0.00897217,-0.967957
0.144531,0.0105591,-0.96936
0.146484,0.010437,-0.970825
0.142395,0.012207,-0.970093
0.147339,0.00952148,-0.969238
0.143982,0.00793457,-0.983826
0.147949,0.00891113,-0.970825
0.144958,0.00823975,-0.967407
0.146362,0.0112915,-0.967529
0.148254,0.00805664,-0.967896
0.145142,0.00939941,-0.968323
0.143799,0.00933838,-0.972534
0.144104,0.0110474,-0.977051
0.144409,0.00836182,-0.970337
0.145691,0.00982666,-0.969971
0.145935,0.00860596,-0.966125
0.146729,0.00769043,-0.965759
0.148254,0.00872803,-0.966736
0.148743,0.00689697,-0.969177
0.144348,0.00915527,-0.969116
0.144531,0.00970459,-0.969971
0.143616,0.0078125,-0.970276
0.146667,0.00982666,-0.969238
0.146484,0.00854492,-0.968262
0.146484,0.00817871,-0.967773
0.145935,0.010498,-0.969727
0.146301,0.0100708,-0.971741
0.145935,0.0106812,-0.970459
0.143799,0.00762939,-0.972778
0.147766,0.00897217,-0.967896
0.14624,0.00878906,-0.970215
0.147461,0.00927734,-0.967407
0.147278,0.0111084,-0.968262
0.147034,0.010437,-0.967468
0.145813,0.00982666,-0.969238
0.143494,0.00750732,-0.971741
0.145508,0.0088501,-0.971436
0.14563,0.0108643,-0.96936
0.146851,0.00823975,-0.966431
0.148438,0.00982666,-0.968933
0.1474,0.00872803,-0.968201
0.146545,0.00830078,-0.971191
0.146179,0.0088501,-0.968323
0.145142,0.00811768,-0.968018
0.144836,0.00872803,-0.967163
0.146301,0.0119019,-0.96936
0.147217,0.00946045,-0.968933
0.145874,0.00970459,-0.971008
0.146179,0.0107422,-0.969299
0.144897,0.0108032,-0.983887
0.144653,0.00964355,-0.968079
0.146118,0.010437,-0.953125
0.145447,0.0098877,-0.968689
0.144409,0.00817871,-0.96759
0.144348,0.00952148,-0.970215
0.146545,0.00854492,-0.968811
0.146484,0.0098877,-0.967712
0.147583,0.00817871,-0.967041
0.147949,0.010376,-0.968872
0.147583,0.00939941,-0.970093
0.147278,0.0114136,-0.953857
0.147461,0.00933838,-0.967896
0.147278,0.0100098,-0.966858
0.149536,0.00939941,-0.967407
0.147522,0.0090332,-0.968384
0.144653,0.00946045,-0.971191
0.143188,0.0102539,-0.973389
0.145447,0.00823975,-0.972168
0.145325,0.00946045,-0.971008
0.148071,0.012085,-0.968689
0.14624,0.00866699,-0.965759
0.146118,0.00982666,-0.966431
0.146362,0.0098877,-0.966125
0.145447,0.0106812,-0.970703
0.144043,0.00897217,-0.969666
0.146484,0.00878906,-0.971497
0.146545,0.00775146,-0.970154
0.150513,0.0103149,-0.969727
0.145386,0.0120239,-0.965149
0.146667,0.00811768,-0.981628
0.145081,0.0111084,-0.967773
0.147217,0.00775146,-0.967896
0.145752,0.00744629,-0.970642
-0.133484,0.00402832,-0.975586
-0.133179,0.00671387,-0.973083
-0.13501,0.00366211,-0.9729
-0.135315,0.00750732,-0.971069
-0.131531,0.00183105,-0.973389
-0.133789,0.00714111,-0.974243
-0.134277,0.00421143,-0.973328
-0.132996,0.00634766,-0.977661
-0.134705,0.0045166,-0.97406
-0.133179,0.00488281,-0.974976
-0.133789,0.00317383,-0.970703
-0.130676,0.00427246,-0.971313
-0.131104,0.00506592,-0.973022
-0.132568,0.00219727,-0.970032
-0.132751,0.00335693,-0.973999
-0.136169,0.00262451,-0.971985
-0.136963,0.00653076,-0.976196
-0.133301,0.003479,-0.972656
-0.134949,0.00646973,-0.974854
-0.132507,0.00366211,-0.9729
-0.135132,0.00518799,-0.974182
-0.13385,0.00323486,-0.973145
-0.132751,0.00579834,-0.974182
-0.13324,0.00506592,-0.973389
-0.132935,0.00445557,-0.97229
-0.131897,0.00506592,-0.973389
-0.137451,0.00537109,-0.974487
-0.132751,0.00250244,-0.974609
-0.135864,0.00469971,-0.974915
-0.133301,0.00543213,-0.973328
-0.133789,0.00268555,-0.976562
-0.132629,0.00189209,-0.974609
-0.13562,0.00268555,-0.976501
-0.132019,0.00427246,-0.97699
-0.136658,0.00506592,-0.97644
-0.135071,0.00299072,-0.975708
-0.133911,0.00561523,-0.974854
-0.134216,0.00665283,-0.973389
-0.13385,0.00537109,-0.972473
-0.136047,0.00640869,-0.974976
-0.134033,0.0020752,-0.972107
-0.134033,0.00701904,-0.976685
-0.133423,0.000671387,-0.975769
-0.133179,0.00531006,-0.973389
-0.132751,0.0012207,-0.975708
-0.134399,0.00714111,-0.97644
-0.133179,0.00146484,-0.975464
-0.132996,0.00775146,-0.973755
-0.13446,0.00311279,-0.973572
-0.134705,0.0067749,-0.976257
-0.134033,0.00317383,-0.973938
-0.135681,0.00762939,-0.976318
-0.133118,0.00408936,-0.975952
-0.135071,0.00543213,-0.977783
-0.133972,0.00402832,-0.976074
-0.135864,0.00616455,-0.975098
-0.131714,0.00238037,-0.975403
-0.132935,0.00726318,-0.975891
-0.134094,0.00128174,-0.973877
-0.134644,0.0057373,-0.975952
-0.131897,0.00323486,-0.975952
-0.134216,0.00622559,-0.976868
-0.132874,0.00396729,-0.972473
-0.135559,0.00482178,-0.976929
-0.134155,0.00360107,-0.972473
-0.137085,0.00274658,-0.976929
-0.134949,0.00689697,-0.976074
-0.135193,0.0043335,-0.974121
-0.133911,0.00408936,-0.977112
-0.135254,0.003479,-0.973389
-0.134216,0.00640869,-0.97644
-0.133362,0.00335693,-0.973877
-0.134827,0.00445557,-0.975647
-0.131592,0.00390625,-0.975769
-0.134705,0.00537109,-0.975708
-0.135193,0.00323486,-0.973633
-0.134827,0.00396729,-0.97522
-0.13562,0.00610352,-0.976501
-0.132874,0.00396729,-0.976318
-0.130798,0.00579834,-0.973206
-0.132874,0.00305176,-0.974121
-0.134949,0.00268555,-0.974731
-0.133118,0.00396729,-0.974731
-0.134155,0.00494385,-0.973816
-0.13324,0.00421143,-0.977356
-0.131836,0.00396729,-0.973816
-0.135376,0.00378418,-0.974487
-0.135742,0.00598145,-0.974365
-0.134338,0.00427246,-0.973694
-0.135071,0.00653076,-0.971619
-0.13446,0.00354004,-0.974121
-0.133972,0.00421143,-0.975769
-0.136597,0.00482178,-0.975403
-0.13324,0.00463867,-0.975708
-0.133789,0.00494385,-0.976013
-0.134827,0.00537109,-0.975098
-0.135498,0.00366211,-0.974731
-0.13208,0.00646973,-0.972046
-0.137939,0.00439453,-0.9729
-0.134399,0.00427246,-0.976379
-0.243103,-0.0022583,-0.954895
-0.242859,-0.00415039,-0.956848
-0.240417,-0.00280762,-0.957581
-0.240479,-0.00201416,-0.955505
-0.240234,-0.0020752,-0.955811
-0.241943,-0.00140381,-0.955933
-0.240295,-0.00286865,-0.95697
-0.238831,-0.00366211,-0.955933
-0.238708,-0.0032959,-0.956299
-0.242615,-0.000732422,-0.958069
-0.244385,0.000244141,-0.958191
-0.243591,-0.003479,-0.95697
-0.24292,-0.00317383,-0.956848
-0.240967,-0.00128174,-0.957153
-0.243958,-0.00231934,-0.953064
-0.243958,-0.00012207,-0.953735
-0.245789,-0.00250244,-0.955078
-0.242737,-0.00158691,-0.954102
-0.244934,-0.00421143,-0.954956
-0.243347,-0.00189209,-0.955688
-0.241577,-0.00445557,-0.957642
-0.239136,-0.00323486,-0.957825
-0.240906,-0.00238037,-0.956177
-0.239746,-0.00268555,-0.956909
-0.241577,-0.00524902,-0.957031
-0.239441,-0.00335693,-0.957092
-0.243774,-0.00250244,-0.956848
-0.239319,-0.000854492,-0.953918
-0.243958,-0.00445557,-0.953979
-0.24292,0.00012207,-0.95636
-0.242981,-0.00274658,-0.958435
-0.242798,-0.00195312,-0.956665
-0.243225,-0.00494385,-0.95752
-0.243103,-0.00152588,-0.954163
-0.244263,-0.00231934,-0.954224
-0.240784,-0.00292969,-0.953369
-0.244568,-0.00305176,-0.956238
-0.245972,-0.00323486,-0.954346
-0.240662,-0.00238037,-0.953979
-0.242126,-0.00402832,-0.956421
-0.241455,-0.00195312,-0.953552
-0.242798,-0.00421143,-0.954956
-0.242126,-0.00213623,-0.955139
-0.242432,-0.00238037,-0.957397
-0.242676,-0.00469971,-0.957031
-0.240906,-0.00219727,-0.95874
-0.241699,-0.00231934,-0.957336
-0.243164,-0.00280762,-0.955444
-0.244446,-0.00189209,-0.956238
-0.24353,-0.00238037,-0.951111
-0.24408,-0.000793457,-0.953979
-0.242432,-0.0032959,-0.953613
-0.242004,-0.00396729,-0.953308
-0.238159,-0.00152588,-0.956238
-0.241089,-0.00164795,-0.955566
-0.240601,-0.00299072,-0.957764
-0.242188,-0.00286865,-0.95697
-0.242249,-0.00219727,-0.957153
-0.240295,-0.00201416,-0.958069
-0.240356,-0.000976562,-0.956909
-0.241211,-0.00158691,-0.957947
-0.240906,-0.00341797,-0.960022
-0.243835,-0.00506592,-0.956726
-0.24292,-0.00250244,-0.957642
-0.240479,-0.00195312,-0.956482
-0.243347,-0.00335693,-0.956116
-0.244324,-0.00341797,-0.9552
-0.241516,-0.00152588,-0.957275
-0.241882,-6.10352e-05,-0.956177
-0.243042,-0.00134277,-0.956055
-0.240723,-0.0022583,-0.957642
-0.242126,-0.00341797,-0.953796
-0.242188,-0.00152588,-0.955322
-0.244263,-0.00311279,-0.955017
-0.242126,-0.00543213,-0.953979
-0.242981,-0.00256348,-0.953796
-0.242004,-0.00469971,-0.957336
-0.243286,-0.00488281,-0.956604
-0.240173,-0.00335693,-0.955688
-0.242493,-0.00189209,-0.953308
-0.24115,-0.0022583,-0.956787
-0.242676,-0.00268555,-0.954346
-0.240417,-0.00262451,-0.956421
-0.243652,-0.000549316,-0.955444
-0.242737,-0.00311279,-0.957336
-0.243103,-0.00378418,-0.955505
-0.242249,-0.00311279,-0.957031
-0.243286,-0.00311279,-0.953491
-0.241943,-0.00231934,-0.953979
-0.241821,-0.00274658,-0.956177
-0.239441,-0.00360107,-0.952454
-0.242432,-0.00262451,-0.955261
-0.243103,0.000793457,-0.956177
-0.241638,-0.00256348,-0.95575
-0.242798,-0.00231934,-0.955688
-0.240967,-0.00158691,-0.95752
-0.23877,-0.00317383,-0.955017
-0.240356,-0.00372314,-0.958069
-0.239807,-0.00292969,-0.957153
-0.240723,-0.00305176,-0.957336
-0.325378,-0.00482178,-0.934082
-0.329224,-0.00341797,-0.934326
-0.325256,-0.00146484,-0.936035
-0.326355,-0.0032959,-0.935425
-0.325317,-0.00384521,-0.934998
-0.32666,-0.00427246,-0.931885
-0.325195,-0.00512695,-0.934326
-0.326416,-0.00396729,-0.934143
-0.327271,-0.0032959,-0.934448
-0.328552,-0.00549316,-0.931763
-0.330322,-0.003479,-0.933777
-0.328247,-0.00299072,-0.934143
-0.327454,-0.00341797,-0.934143
-0.32605,-0.00421143,-0.936035
-0.325745,-0.00537109,-0.936096
-0.325806,-0.00671387,-0.936401
-0.326721,-0.0057373,-0.937988
-0.329529,-0.00183105,-0.934326
-0.327393,-0.00256348,-0.933167
-0.330566,-0.00439453,-0.933105
-0.327942,-0.00177002,-0.934387
-0.326843,-0.00506592,-0.936768
-0.325134,-0.00604248,-0.935669
-0.326477,-0.00415039,-0.93457
-0.32489,-0.00408936,-0.93219
-0.342407,-0.00360107,-0.934692
-0.325806,-0.0020752,-0.93396
-0.3302,-0.00463867,-0.9328
-0.328979,-0.00476074,-0.933777
-0.328064,-0.00604248,-0.931824
-0.329041,-0.00463867,-0.933716
-0.327637,-0.00482178,-0.936523
-0.326172,-0.00274658,-0.933594
-0.325989,-0.00421143,-0.937012
-0.324768,-0.00158691,-0.935913
-0.312561,-0.00421143,-0.9375
-0.328796,-0.0012207,-0.935547
-0.327026,-0.00286865,-0.937866
-0.325073,-0.00366211,-0.936279
-0.327759,-0.00585938,-0.932922
-0.324524,-0.00854492,-0.934204
-0.325867,-0.00506592,-0.934692
-0.323425,-0.00445557,-0.93457
-0.326477,-0.00561523,-0.934387
-0.328308,-0.00439453,-0.934692
-0.330444,-0.00323486,-0.934082
-0.329651,-0.00140381,-0.933655
-0.3302,-0.000732422,-0.934204
-0.330383,-0.00341797,-0.932678
-0.328125,-0.00384521,-0.934082
-0.32959,-0.00604248,-0.93512
-0.325562,-0.00305176,-0.933655
-0.327026,-0.00469971,-0.936096
-0.326782,-0.0057373,-0.934082
-0.328125,-0.00512695,-0.934692
-0.326782,-0.00201416,-0.937744
-0.326721,-0.00146484,-0.936523
-0.326904,-0.00469971,-0.936035
-0.325012,-0.00341797,-0.935974
-0.325378,-0.00256348,-0.935669
-0.32489,-0.0020752,-0.936401
-0.324707,-0.00323486,-0.937866
-0.320312,-0.00317383,-0.937561
-0.323425,-0.00299072,-0.937378
-0.327209,-0.00543213,-0.935974
-0.325256,-0.00292969,-0.935669
-0.326599,-0.00134277,-0.938232
-0.326965,-0.00372314,-0.935669
-0.328979,-0.0088501,-0.934937
-0.327515,-0.00701904,-0.933167
-0.325928,-0.0055542,-0.933044
-0.326355,-0.00518799,-0.931885
-0.330444,-0.0088501,-0.92981
-0.329834,-0.00799561,-0.929749
-0.3302,-0.00469971,-0.93103
-0.330078,-0.00274658,-0.934082
-0.331421,-0.00268555,-0.934021
-0.331238,0.000366211,-0.933228
-0.328735,-0.00213623,-0.934265
-0.325378,-0.00360107,-0.936951
-0.321289,-0.00463867,-0.938416
-0.322571,-0.0043335,-0.936707
-0.321655,-0.00732422,-0.939941
-0.323059,-0.00390625,-0.938293
-0.323425,-0.00286865,-0.939697
-0.324341,-0.00305176,-0.936768
-0.324402,-0.00335693,-0.936829
-0.325195,-0.00598145,-0.937073
-0.326721,-0.0055542,-0.936646
-0.327026,-0.00567627,-0.934814
-0.327209,-0.00518799,-0.933533
-0.327026,-0.00744629,-0.933472
-0.329956,-0.00463867,-0.93457
-0.328064,-0.00262451,-0.932556
-0.326721,-0.00152588,-0.933411
-0.328003,0.0153198,-0.935913
-0.326294,-0.00170898,-0.937927
-0.325684,-0.00311279,-0.935913
-0.323425,-0.00286865,-0.937561
-0.323303,-0.00268555,-0.940613
-0.390747,-0.00250244,-0.904419
-0.403198,-0.00445557,-0.909058
-0.404358,-0.00817871,-0.907104
-0.402954,-0.0114746,-0.907532
-0.40564,-0.00848389,-0.90509
-0.404602,-0.0067749,-0.906921
-0.403748,-0.00415039,-0.907349
-0.405396,-0.000366211,-0.905029
-0.407898,0.00396729,-0.907166
-0.40918,0.00933838,-0.906555
-0.408875,0.010376,-0.904175
-0.409485,0.0113525,-0.903931
-0.412598,0.0137329,-0.902161
-0.412598,0.0118408,-0.903076
-0.411499,0.00384521,-0.903931
-0.412231,0.000915527,-0.901001
-0.411987,-0.00128174,-0.9021
-0.408752,-0.0032959,-0.903198
-0.410034,-0.00683594,-0.902588
-0.405884,-0.00952148,-0.905029
-0.407654,-0.0141602,-0.90625
-0.404968,-0.012207,-0.905762
-0.405273,-0.0135498,-0.906006
-0.403809,-0.0109863,-0.906738
-0.405518,-0.0101929,-0.908264
-0.404968,-0.00756836,-0.907104
-0.406311,-0.00317383,-0.907227
-0.404358,0.00115967,-0.891479
-0.407837,0.00274658,-0.904968
-0.407166,0.0057373,-0.90509
-0.407959,0.00891113,-0.906433
-0.408813,0.00842285,-0.904419
-0.409668,0.00646973,-0.900818
-0.411438,0.00500488,-0.903442
-0.412292,0.00482178,-0.901611
-0.411743,0.00317383,-0.902344
-0.409912,0.00158691,-0.901672
-0.409424,-0.00164795,-0.903015
-0.410034,-0.0020752,-0.905701
-0.409241,-0.00262451,-0.904907
-0.408813,-0.00378418,-0.906372
-0.407104,-0.00268555,-0.906006
-0.406311,-0.00109863,-0.906311
-0.404907,0.00244141,-0.907532
-0.407288,0.00170898,-0.904419
-0.407227,0.000366211,-0.906006
-0.407654,0.00292969,-0.907532
-0.40625,0.00219727,-0.905884
-0.406372,0.00323486,-0.904785
-0.40625,0.000305176,-0.905151
-0.408752,-0.00256348,-0.903809
-0.407227,0.0022583,-0.907288
-0.40979,0.000671387,-0.904602
-0.408875,-0.00219727,-0.903137
-0.408569,-0.00201416,-0.905151
-0.407837,-0.00146484,-0.905273
-0.404785,-0.00146484,-0.905884
-0.407104,-0.000793457,-0.907227
-0.410828,-0.00256348,-0.906067
-0.406982,-0.000244141,-0.906921
-0.407349,-0.000488281,-0.906372
-0.404297,-6.10352e-05,-0.905151
-0.408569,-0.000305176,-0.90387
-0.405334,-0.00305176,-0.904175
-0.405823,-0.00421143,-0.905884
-0.407715,-0.00524902,-0.90625
-0.408447,-0.00518799,-0.903687
-0.407898,-0.00177002,-0.902954
-0.406067,0,-0.905457
-0.407166,0.000854492,-0.903931
-0.410828,0.00323486,-0.904236
-0.409546,0.00793457,-0.905457
-0.410706,0.0100098,-0.892456
-0.409485,0.00994873,-0.907288
-0.409851,0.00799561,-0.90625
-0.409485,0.00646973,-0.90564
-0.40863,0.00512695,-0.905823
-0.409302,0.00213623,-0.906494
-0.391052,-0.00292969,-0.90686
-0.407227,-0.00823975,-0.905457
-0.40564,-0.00756836,-0.906372
-0.404419,-0.0115967,-0.903198
-0.402344,-0.0115356,-0.905151
-0.407043,-0.0134888,-0.906494
-0.40564,-0.010437,-0.905762
-0.406372,-0.0067749,-0.909058
-0.405518,-0.0043335,-0.90625
-0.408569,-0.00476074,-0.907593
-0.404968,-0.00115967,-0.906433
-0.409302,0.00219727,-0.907227
-0.406738,0.00250244,-0.906799
-0.407837,0.0043335,-0.907471
-0.421692,0.00769043,-0.908325
-0.407532,0.0113525,-0.907288
-0.406799,0.00958252,-0.907104
-0.405273,0.00476074,-0.907166
-0.408447,0.00335693,-0.920532
-0.408813,0.0045166,-0.907104
-0.406555,0.00268555,-0.909729
-0.404846,-0.000427246,-0.908691
-0.548096,0.00775146,-0.833923
-0.546997,0.00860596,-0.834473
-0.546631,0.00671387,-0.834351
-0.549805,0.00671387,-0.833801
-0.549377,0.00952148,-0.833984
-0.548279,0.00756836,-0.833557
-0.549072,0.00701904,-0.83075
-0.54834,0.00744629,-0.833191
-0.549866,0.0107422,-0.834534
-0.548279,0.00970459,-0.833618
-0.549622,0.00720215,-0.833069
-0.549805,0.00775146,-0.834717
-0.549377,0.00848389,-0.834656
-0.550598,0.00897217,-0.833069
-0.549011,0.00848389,-0.830811
-0.552246,0.0088501,-0.833801
-0.550598,0.00823975,-0.832886
-0.549438,0.00762939,-0.833496
-0.548523,0.00653076,-0.83252
-0.547485,0.00866699,-0.833252
-0.547241,0.0055542,-0.834106
-0.546814,0.0106812,-0.835205
-0.548828,0.00939941,-0.834229
-0.547546,0.00585938,-0.832642
-0.548462,0.00708008,-0.833313
-0.546631,0.00732422,-0.834229
-0.546448,0.00866699,-0.834961
-0.547363,0.0067749,-0.834229
-0.550354,0.00891113,-0.832153
-0.546143,0.00805664,-0.833191
-0.548401,0.00946045,-0.834106
-0.544983,0.00628662,-0.835205
-0.548645,0.00744629,-0.837158
-0.549561,0.00799561,-0.833191
-0.548523,0.00952148,-0.832275
-0.54718,0.00970459,-0.830933
-0.549438,0.00726318,-0.833191
-0.548157,0.00872803,-0.834045
-0.549438,0.00860596,-0.834229
-0.546814,0.00952148,-0.83136
-0.54895,0.00744629,-0.833801
-0.550293,0.00708008,-0.832642
-0.547424,0.0106812,-0.833435
-0.546021,0.00933838,-0.832764
-0.551147,0.00848389,-0.830933
-0.549255,0.00909424,-0.833679
-0.547974,0.0108643,-0.833435
-0.547546,0.0088501,-0.83313
-0.548645,0.00921631,-0.83374
-0.548462,0.00756836,-0.83429
-0.548584,0.00769043,-0.833069
-0.547974,0.0090332,-0.834473
-0.547974,0.00958252,-0.832642
-0.550171,0.00775146,-0.835815
-0.548584,0.00756836,-0.834229
-0.550659,0.00708008,-0.834167
-0.550598,0.00805664,-0.829956
-0.549927,0.00738525,-0.833862
-0.549927,0.00854492,-0.835327
-0.548096,0.00872803,-0.833008
-0.547852,0.00866699,-0.832703
-0.548035,0.00933838,-0.833069
-0.548706,0.00891113,-0.833313
-0.547424,0.00921631,-0.834534
-0.548035,0.00708008,-0.832092
-0.545776,0.00769043,-0.831848
-0.548096,0.0113525,-0.833679
-0.546875,0.00994873,-0.833252
-0.546509,0.0108643,-0.833923
-0.546875,0.00878906,-0.833557
-0.547363,0.00878906,-0.834167
-0.548767,0.00897217,-0.831299
-0.547302,0.00860596,-0.833008
-0.549133,0.00738525,-0.832458
-0.549438,0.0098877,-0.830383
-0.5495,0.00970459,-0.83136
-0.549438,0.0117798,-0.833191
-0.532898,0.00860596,-0.831482
-0.550415,0.00872803,-0.833496
-0.547424,0.00958252,-0.833435
-0.550903,0.0098877,-0.836426
-0.532593,0.00787354,-0.833008
-0.53186,0.00811768,-0.835388
-0.546143,0.00915527,-0.837463
-0.547607,0.00787354,-0.837158
-0.545715,0.00866699,-0.832092
-0.54657,0.00830078,-0.835571
-0.547546,0.00830078,-0.834045
-0.548035,0.00927734,-0.834778
-0.548523,0.00848389,-0.832642
-0.546387,0.00866699,-0.833008
-0.548279,0.00842285,-0.832397
-0.551147,0.00793457,-0.835327
-0.549622,0.00848389,-0.833557
-0.548523,0.00726318,-0.832458
-0.549622,0.0065918,-0.831726
-0.55011,0.00714111,-0.832825
-0.551697,0.00921631,-0.830322
-0.549927,0.0117798,-0.832825
-0.550415,0.0098877,-0.833008
-0.655945,0.00756836,-0.760071
-0.654297,0.00811768,-0.75592
-0.655701,0.00708008,-0.756836
-0.655273,0.00610352,-0.757568
-0.655518,0.00708008,-0.756958
-0.654419,0.00610352,-0.755615
-0.654602,0.00933838,-0.755737
-0.658325,0.00543213,-0.755981
-0.654663,0.00518799,-0.75885
-0.654907,0.00708008,-0.757446
-0.652588,0.0090332,-0.755432
-0.653687,0.00579834,-0.757751
-0.656189,0.00646973,-0.757019
-0.667297,0.00671387,-0.75592
-0.654846,0.0078125,-0.759705
-0.653809,0.00616455,-0.757751
-0.655579,0.00720215,-0.75708
-0.65155,0.0065918,-0.757568
-0.655273,0.00622559,-0.757629
-0.655518,0.00500488,-0.753784
-0.668213,0.00549316,-0.754883
-0.670044,0.00799561,-0.755493
-0.656738,0.00720215,-0.757446
-0.655518,0.0088501,-0.757446
-0.656189,0.00830078,-0.757141
-0.657349,0.00500488,-0.758423
-0.653076,0.00561523,-0.760071
-0.650696,0.00817871,-0.758667
-0.652527,0.00292969,-0.757324
-0.654663,0.00634766,-0.758362
-0.655396,0.0055542,-0.757751
-0.654175,0.00653076,-0.756287
-0.655518,0.0078125,-0.75531
-0.65564,0.00653076,-0.755249
-0.657593,0.0065918,-0.758911
-0.652954,0.00463867,-0.755493
-0.654724,0.00714111,-0.758423
-0.655701,0.00549316,-0.755066
-0.658447,0.00646973,-0.759338
-0.65509,0.00634766,-0.758179
-0.652771,0.00683594,-0.755005
-0.653442,0.00653076,-0.757263
-0.652771,0.00665283,-0.758789
-0.654907,0.00805664,-0.758789
-0.651611,0.0090332,-0.760254
-0.6521,0.00579834,-0.76062
-0.651489,0.00592041,-0.757812
-0.650757,0.00958252,-0.75769
-0.651733,0.0043335,-0.756958
-0.654602,0.00543213,-0.757507
-0.653503,0.00476074,-0.755859
